#sl_no Z X M L T_eff
2482 0.0024 0.74541 2.51188 240.34155 6753.79028
2483 0.0024 0.74541 2.00245 39.77213 4522.54028
2484 0.0024 0.74541 2.41876 140.10507 7738.16528
2485 0.0024 0.74541 2.05999 85.42994 6999.88403
2486 0.0024 0.74541 2.3072 71.36497 5753.00903
2487 0.0024 0.74541 2.89416 210.00765 7984.25903
2488 0.0024 0.74541 2.26938 155.02408 7414.14185
2489 0.0024 0.74541 2.61475 194.11336 5691.4856
2490 0.0024 0.74541 2.08446 65.96376 7660.2356
2491 0.0024 0.74541 2.33459 78.96423 4575.8606
2492 0.0024 0.74541 2.15451 115.73002 6684.06372
2493 0.0024 0.74541 2.80667 284.49265 7799.68872
2494 0.0024 0.74541 2.52973 132.44629 4206.71997
2495 0.0024 0.74541 2.21642 58.94912 4698.90747
2496 0.0024 0.74541 2.78029 356.22738 4567.65747
2497 0.0024 0.74541 2.48533 98.32077 5783.77075
2498 0.0024 0.74541 2.39319 168.66317 4799.39575
2499 0.0024 0.74541 2.19818 85.91154 7211.1145
2500 0.0024 0.74541 2.86357 211.19154 6226.7395
2501 0.0024 0.74541 2.66775 309.52244 4118.53638
2502 0.0024 0.74541 2.12671 51.2203 6087.28638
2503 0.0024 0.74541 2.38192 125.912 5102.91138
2504 0.0024 0.74541 2.02862 91.90696 4364.63013
2505 0.0024 0.74541 2.69307 144.09897 7875.56763
2506 0.0024 0.74541 2.10175 108.7904 7518.73169
2507 0.0024 0.74541 2.95283 267.43336 6403.10669
2508 0.0024 0.74541 2.5628 178.41622 7272.63794
2509 0.0024 0.74541 2.98084 366.38217 5435.13794
2510 0.0024 0.74541 2.04304 60.62955 5041.38794
2511 0.0024 0.74541 2.46779 104.00622 6157.01294
2512 0.0024 0.74541 2.27743 152.43158 4048.80981
2513 0.0024 0.74541 2.75091 261.48691 5164.43481
2514 0.0024 0.74541 2.17239 64.86064 6263.65356
2515 0.0024 0.74541 2.57493 121.73591 6821.46606
2516 0.0024 0.74541 2.25735 75.70418 6418.48755
2517 0.0024 0.74541 2.72666 186.09936 7534.11255
2518 0.0024 0.74541 2.6009 94.79297 4466.1438
2519 0.0024 0.74541 2.32222 162.61145 5581.7688
2520 0.0024 0.74541 2.81829 138.92863 6557.94067
2521 0.0024 0.74541 2.12295 106.07285 5147.00317
2522 0.0024 0.74541 2.9826 181.96139 4031.37817
2523 0.0024 0.74541 2.02503 45.13469 7394.65942
2524 0.0024 0.74541 2.44604 110.95209 4310.28442
2525 0.0024 0.74541 2.64424 157.21815 6488.21411
2526 0.0024 0.74541 2.10796 53.426 4256.96411
2527 0.0024 0.74541 2.36092 91.64899 7472.58911
2528 0.0024 0.74541 2.5104 117.36796 7612.04224
2529 0.0024 0.74541 2.28416 74.8578 7054.22974
2530 0.0024 0.74541 2.17881 134.32081 5364.38599
2531 0.0024 0.74541 2.83833 230.41901 4380.01099
2532 0.0024 0.74541 2.13552 99.71231 4837.33521
2533 0.0024 0.74541 2.78193 171.05028 5952.96021
2534 0.0024 0.74541 2.55525 87.12746 6034.99146
2535 0.0024 0.74541 2.46052 214.18055 7150.61646
2536 0.0024 0.74541 2.00837 81.44382 7782.25708
2537 0.0024 0.74541 2.76883 127.69405 3943.19458
2538 0.0024 0.74541 2.5917 250.69138 8061.16333
2539 0.0024 0.74541 2.06608 41.48484 5829.91333
2540 0.0024 0.74541 2.31401 146.13842 6945.53833
2541 0.0024 0.74541 2.48974 202.47246 4907.06177
2542 0.0024 0.74541 2.89586 415.78227 6744.56177
2543 0.0024 0.74541 2.39744 82.36467 5891.43677
2544 0.0024 0.74541 2.92334 231.71797 5612.53052
2545 0.0024 0.74541 2.1507 56.19858 5489.48364
2546 0.0024 0.74541 2.64736 151.15163 4997.29614
2547 0.0024 0.74541 2.2125 120.71371 7999.63989
2548 0.0024 0.74541 2.67248 296.74376 7015.26489
2549 0.0024 0.74541 2.38685 118.1956 6287.75024
2550 0.0024 0.74541 2.85597 147.99859 4597.90649
2551 0.0024 0.74541 2.07158 94.39415 7124.46899
2552 0.0024 0.74541 2.91043 161.9273 6008.84399
2553 0.0024 0.74541 2.66068 105.62657 6689.70337
2554 0.0024 0.74541 2.3756 181.19583 7805.32837
2555 0.0024 0.74541 2.22363 84.35619 4179.54712
2556 0.0024 0.74541 2.68593 207.3681 5295.17212
2557 0.0024 0.74541 2.79593 245.46192 6357.47681
2558 0.0024 0.74541 2.5681 125.03033 5652.00806
2559 0.0024 0.74541 2.25004 66.6159 5094.19556
2560 0.0024 0.74541 2.58025 175.18614 4249.27368
2561 0.0024 0.74541 2.05696 59.5319 6480.52368
2562 0.0024 0.74541 2.30379 102.12328 5233.64868
2563 0.0024 0.74541 2.63256 225.61244 5822.2229
2564 0.0024 0.74541 2.3505 131.51886 4706.5979
2565 0.0024 0.74541 2.04003 87.74185 5543.31665
2566 0.0024 0.74541 2.70821 114.91965 6166.75415
2567 0.0024 0.74541 2.52302 82.01814 4074.95728
2568 0.0024 0.74541 2.42949 201.6206 5190.58228
2569 0.0024 0.74541 2.18977 93.865 6814.80103
2570 0.0024 0.74541 2.8526 161.01957 7930.42603
2571 0.0024 0.74541 2.907 147.16894 5469.48853
2572 0.0024 0.74541 2.26871 108.63762 5760.69946
2573 0.0024 0.74541 2.74037 267.05777 4776.32446
2574 0.0024 0.74541 2.20533 60.5444 7713.04321
2575 0.0024 0.74541 2.61398 136.03056 7220.85571
2576 0.0024 0.74541 2.96943 261.11968 7589.99634
2577 0.0024 0.74541 2.52899 190.5991 6884.52759
2578 0.0024 0.74541 2.94152 391.40003 4522.02759
2579 0.0024 0.74541 2.01609 64.76955 4915.77759
2580 0.0024 0.74541 2.43523 77.53465 7868.90259
2581 0.0024 0.74541 2.77783 119.19648 7484.3811
2582 0.0024 0.74541 2.09247 76.02404 4760.9436
2583 0.0024 0.74541 2.34357 63.50763 7976.5686
2584 0.0024 0.74541 2.93978 186.88564 5745.3186
2585 0.0024 0.74541 2.55148 256.03225 4514.84985
2586 0.0024 0.74541 2.03402 42.36866 6746.09985
2587 0.0024 0.74541 2.45689 149.25183 5499.22485
2588 0.0024 0.74541 2.28888 106.52102 7607.42798
2589 0.0024 0.74541 2.76474 182.73019 6623.05298
2590 0.0024 0.74541 2.49783 141.09305 6430.27954
2591 0.0024 0.74541 2.85092 317.00646 6528.71704
2592 0.0024 0.74541 2.20924 123.28546 4445.12329
2593 0.0024 0.74541 2.87797 303.06575 5560.74829
2594 0.0024 0.74541 2.65597 216.29799 7668.95142
2595 0.0024 0.74541 2.11732 73.50256 5700.20142
2596 0.0024 0.74541 2.3714 87.98882 6553.32642
2597 0.0024 0.74541 2.68117 100.69809 4338.48267
2598 0.0024 0.74541 2.99938 169.85253 7326.47095
2599 0.0024 0.74541 2.72907 129.68344 5915.53345
2600 0.0024 0.74541 2.6032 278.55809 6096.0022
2601 0.0024 0.74541 2.07525 46.09627 4127.2522
2602 0.0024 0.74541 2.32428 113.31588 7080.3772
2603 0.0024 0.74541 2.16534 80.87353 4972.17407
2604 0.0024 0.74541 2.82079 198.80687 3987.79907
2605 0.0024 0.74541 2.54246 92.55506 8007.33032
2606 0.0024 0.74541 2.4482 158.77245 7022.95532
2607 0.0024 0.74541 2.13993 69.87629 4303.61938
2608 0.0024 0.74541 2.63411 109.55756 4861.43188
2609 0.0024 0.74541 2.24341 137.18246 6026.27563
2610 0.0024 0.74541 2.70981 235.32799 7141.90063
2611 0.0024 0.74541 2.50078 167.95356 5033.69751
2612 0.0024 0.74541 2.90871 344.89683 7396.19751
2613 0.0024 0.74541 2.40807 97.9071 3918.07251
2614 0.0024 0.74541 2.88137 301.36684 4164.16626
2615 0.0024 0.74541 2.99186 290.75788 6205.46265
2616 0.0024 0.74541 2.59668 162.04112 7468.7439
2617 0.0024 0.74541 2.07005 55.06495 5237.4939
2618 0.0024 0.74541 2.31846 94.4605 6484.3689
2619 0.0024 0.74541 2.15992 138.44136 4376.16577
2620 0.0024 0.74541 2.81372 237.48756 5360.54077
2621 0.0024 0.74541 2.53609 110.56295 6623.82202
2622 0.0024 0.74541 2.22199 70.51753 6066.00952
2623 0.0024 0.74541 2.35709 156.66674 4470.50171
2624 0.0024 0.74541 2.24838 79.80095 7538.47046
2625 0.0024 0.74541 2.71582 196.17021 6422.84546
2626 0.0024 0.74541 2.41341 116.95632 5430.26733
2627 0.0024 0.74541 2.83372 133.84971 7677.92358
2628 0.0024 0.74541 2.05544 102.19507 4035.73608
2629 0.0024 0.74541 2.30209 59.57375 7120.11108
2630 0.0024 0.74541 2.88776 175.30929 5151.36108
2631 0.0024 0.74541 2.09711 130.13988 5608.6853
2632 0.0024 0.74541 2.9463 223.24688 4624.3103
2633 0.0024 0.74541 2.55713 213.42935 5887.59155
2634 0.0024 0.74541 2.97425 438.28252 7725.09155
2635 0.0024 0.74541 2.03852 72.52774 7856.34155
2636 0.0024 0.74541 2.46233 86.82187 4903.21655
2637 0.0024 0.74541 2.29396 127.24619 7011.41968
2638 0.0024 0.74541 2.77087 312.80218 7995.79468
2639 0.0024 0.74541 2.18815 54.14409 4501.26343
2640 0.0024 0.74541 2.74483 327.19076 4895.01343
2641 0.0024 0.74541 2.59361 145.62587 4009.07593
2642 0.0024 0.74541 2.49157 82.07579 7154.97437
2643 0.0024 0.74541 2.39921 201.76233 6039.34937
2644 0.0024 0.74541 2.2037 102.77118 5957.31812
2645 0.0024 0.74541 2.87076 176.29757 4841.69312
2646 0.0024 0.74541 2.64932 258.38183 6949.89624
2647 0.0024 0.74541 2.11201 42.75747 4718.64624
2648 0.0024 0.74541 2.36546 150.6215 8065.52124
2649 0.0024 0.74541 2.0146 76.7217 6670.98999
2650 0.0024 0.74541 2.67446 120.29033 5063.17749
2651 0.0024 0.74541 2.62596 188.07129 4580.21851
2652 0.0024 0.74541 2.09339 63.91054 6548.96851
2653 0.0024 0.74541 2.34461 76.50635 5695.84351
2654 0.0024 0.74541 2.23646 164.3345 6302.87476
2655 0.0024 0.74541 2.5167 140.40074 5326.70288
2656 0.0024 0.74541 2.2899 62.48948 5818.89038
2657 0.0024 0.74541 2.87246 377.62165 5687.64038
2658 0.0024 0.74541 2.18428 112.12776 7804.04663
2659 0.0024 0.74541 2.84546 275.63739 6688.42163
2660 0.0024 0.74541 2.27373 90.56068 4641.74194
2661 0.0024 0.74541 2.74645 155.35123 5626.11694
2662 0.0024 0.74541 2.21022 50.47002 6856.58569
2663 0.0024 0.74541 2.11825 88.54704 7980.41382
2664 0.0024 0.74541 2.37245 73.96889 4764.78882
2665 0.0024 0.74541 2.97601 217.67025 6996.03882
2666 0.0024 0.74541 2.53459 227.68285 7734.32007
2667 0.0024 0.74541 2.02055 37.67735 5503.07007
2668 0.0024 0.74541 2.44063 132.72579 6749.94507
2669 0.0024 0.74541 2.48423 169.0191 6161.37085
2670 0.0024 0.74541 2.88946 347.08496 4323.87085
2671 0.0024 0.74541 2.39214 98.52825 7276.99585
2672 0.0024 0.74541 2.07617 112.75986 6407.4646
2673 0.0024 0.74541 2.91688 277.19127 7523.0896
2674 0.0024 0.74541 2.1663 67.22722 7383.63647
2675 0.0024 0.74541 2.66657 126.17772 7941.44897
2676 0.0024 0.74541 2.22856 144.40307 5168.79272
2677 0.0024 0.74541 2.69188 247.71449 4053.16772
2678 0.0024 0.74541 2.14088 83.23742 6222.89429
2679 0.0024 0.74541 2.78892 204.61789 7207.26929
2680 0.0024 0.74541 2.56166 104.22571 4795.55054
2681 0.0024 0.74541 2.4667 178.79273 5779.92554
2682 0.0024 0.74541 2.74969 152.75326 6887.34741
2683 0.0024 0.74541 2.0518 49.626 7067.81616
2684 0.0024 0.74541 2.29802 121.99281 4114.69116
2685 0.0024 0.74541 2.13017 119.44802 5565.1062
2686 0.0024 0.74541 2.77496 293.63239 4449.4812
2687 0.0024 0.74541 2.54884 149.5668 7550.26245
2688 0.0024 0.74541 2.23317 55.60934 8042.44995
2689 0.0024 0.74541 2.80129 336.04521 7648.69995
2690 0.0024 0.74541 2.58521 209.5654 6557.68433
2691 0.0024 0.74541 2.0609 71.21469 4588.93433
2692 0.0024 0.74541 2.30822 85.25004 7673.30933
2693 0.0024 0.74541 2.49525 242.54713 5495.37964
2694 0.0024 0.74541 2.40275 141.3908 4511.00464
2695 0.0024 0.74541 2.08538 78.79795 5741.47339
2696 0.0024 0.74541 2.33563 65.82485 6988.34839
2697 0.0024 0.74541 2.92982 193.70458 4757.09839
2698 0.0024 0.74541 2.15546 46.97919 4896.55151
2699 0.0024 0.74541 2.21741 100.9106 6619.20776
2700 0.0024 0.74541 2.67841 173.10586 7603.58276
2701 0.0024 0.74541 2.26236 129.95711 7146.25854
2702 0.0024 0.74541 2.7327 222.93335 6030.63354
2703 0.0024 0.74541 2.19916 72.42588 5423.60229
2704 0.0024 0.74541 2.60666 113.55501 5981.41479
2705 0.0024 0.74541 2.12765 127.06748 4168.52417
2706 0.0024 0.74541 2.98921 312.36288 5284.14917
2707 0.0024 0.74541 2.54584 159.10751 3922.43042
2708 0.0024 0.74541 2.96112 326.73125 6284.93042
2709 0.0024 0.74541 2.02952 54.06805 6153.68042
2710 0.0024 0.74541 2.45146 92.75037 5038.05542
2711 0.0024 0.74541 2.63761 269.88756 7076.53198
2712 0.0024 0.74541 2.10268 44.66145 5107.78198
2713 0.0024 0.74541 2.35501 109.78876 6092.15698
2714 0.0024 0.74541 2.04394 104.96067 7322.62573
2715 0.0024 0.74541 2.71341 137.47196 4927.31323
2716 0.0024 0.74541 2.50411 98.11372 7019.11011
2717 0.0024 0.74541 2.41127 168.30799 8003.48511
2718 0.0024 0.74541 2.17335 78.35622 3983.95386
2719 0.0024 0.74541 2.83122 192.61872 4968.32886
2720 0.0024 0.74541 2.4791 117.78105 4663.78784
2721 0.0024 0.74541 2.25569 62.7535 4105.97534
2722 0.0024 0.74541 2.82955 379.21712 4237.22534
2723 0.0024 0.74541 2.19268 147.47951 6353.63159
2724 0.0024 0.74541 2.85639 252.99194 7338.00659
2725 0.0024 0.74541 2.66107 180.56032 5229.80347
2726 0.0024 0.74541 2.12138 61.35816 7461.05347
2727 0.0024 0.74541 2.37595 105.25611 4245.42847
2728 0.0024 0.74541 2.02354 110.09778 4950.89722
2729 0.0024 0.74541 2.79634 142.58809 5717.8894
2730 0.0024 0.74541 2.10641 90.94331 6013.2019
2731 0.0024 0.74541 2.95937 156.0076 7128.8269
2732 0.0024 0.74541 2.04757 50.68326 4323.35815
2733 0.0024 0.74541 2.47326 124.59181 7407.73315
2734 0.0024 0.74541 2.28248 88.92116 5299.53003
2735 0.0024 0.74541 2.757 218.58992 4183.90503
2736 0.0024 0.74541 2.58063 101.7651 7809.68628
2737 0.0024 0.74541 2.30413 174.57171 6694.06128
2738 0.0024 0.74541 2.13394 58.33103 6724.823
2739 0.0024 0.74541 2.62674 131.05758 6232.6355
2740 0.0024 0.74541 2.23712 114.51659 4772.47925
2741 0.0024 0.74541 2.70222 281.50973 5756.85425
2742 0.0024 0.74541 2.51744 200.91346 7865.05737
2743 0.0024 0.74541 2.92809 412.58082 5502.55737
2744 0.0024 0.74541 2.00688 68.27458 5896.30737
2745 0.0024 0.74541 2.42412 81.73048 6880.68237
2746 0.0024 0.74541 2.90057 251.57373 6601.77612
2747 0.0024 0.74541 2.39567 69.04653 7778.92456
2748 0.0024 0.74541 2.73431 108.25659 7286.73706
2749 0.0024 0.74541 2.6082 232.53354 4710.95581
2750 0.0024 0.74541 2.32874 135.55346 5826.58081
2751 0.0024 0.74541 2.14911 96.74449 7934.78394
2752 0.0024 0.74541 2.79964 165.95916 6819.15894
2753 0.0024 0.74541 2.96286 151.68363 4358.22144
2754 0.0024 0.74541 2.42985 189.93061 4079.31519
2755 0.0024 0.74541 2.12899 95.31061 6536.98425
2756 0.0024 0.74541 2.77343 163.49943 7652.60925
2757 0.0024 0.74541 2.93512 149.43548 5191.67175
2758 0.0024 0.74541 2.45299 187.1156 5470.578
2759 0.0024 0.74541 2.00223 85.17519 5823.31238
2760 0.0024 0.74541 2.41849 71.15216 6938.93738
2761 0.0024 0.74541 2.76036 111.55797 6446.74988
2762 0.0024 0.74541 2.58378 239.62485 5544.40613
2763 0.0024 0.74541 2.05976 39.65353 7775.65613
2764 0.0024 0.74541 2.30694 139.68728 4428.78113
2765 0.0024 0.74541 2.49387 193.53451 6606.71082
2766 0.0024 0.74541 2.90068 397.42796 4769.21082
2767 0.0024 0.74541 2.40142 78.72876 7591.08582
2768 0.0024 0.74541 2.20574 154.5618 4424.67957
2769 0.0024 0.74541 2.9282 242.33418 7869.99207
2770 0.0024 0.74541 2.15427 58.77333 7993.03894
2771 0.0024 0.74541 2.65176 132.05134 7500.85144
2772 0.0024 0.74541 2.21618 115.38492 5482.88269
2773 0.0024 0.74541 2.67692 283.64429 4498.50769
2774 0.0024 0.74541 2.2611 86.62382 3901.73035
2775 0.0024 0.74541 2.73119 212.94249 5017.35535
2776 0.0024 0.74541 2.60522 99.13593 6969.6991
2777 0.0024 0.74541 2.32608 170.06153 8085.3241
2778 0.0024 0.74541 2.82298 145.29367 4877.90222
2779 0.0024 0.74541 2.12648 92.66894 7404.46472
2780 0.0024 0.74541 2.98756 158.96781 6288.83972
2781 0.0024 0.74541 2.0284 51.64496 5156.80847
2782 0.0024 0.74541 2.4501 126.95592 6009.93347
2783 0.0024 0.74541 2.63615 179.89543 3971.45691
2784 0.0024 0.74541 2.10152 61.13222 6202.70691
2785 0.0024 0.74541 2.35371 104.86852 4955.83191
2786 0.0024 0.74541 2.04281 109.69236 4250.36316
2787 0.0024 0.74541 2.50272 122.7452 5932.00378
2788 0.0024 0.74541 2.27718 65.39838 5374.19128
2789 0.0024 0.74541 2.8565 395.20007 4980.44128
2790 0.0024 0.74541 2.82965 263.65485 6079.66003
2791 0.0024 0.74541 2.48066 93.98049 7760.27527
2792 0.0024 0.74541 2.3887 161.2177 6775.90027
2793 0.0024 0.74541 2.19405 75.05532 5217.30652
2794 0.0024 0.74541 2.85819 184.50429 4232.93152
2795 0.0024 0.74541 2.66274 270.40959 6341.13464
2796 0.0024 0.74541 2.12271 44.74784 4372.38464
2797 0.0024 0.74541 2.37744 110.00112 7325.50964
2798 0.0024 0.74541 2.02481 105.1637 6095.04089
2799 0.0024 0.74541 2.68801 137.73786 5668.47839
2800 0.0024 0.74541 2.10773 124.48242 5032.73621
2801 0.0024 0.74541 2.96122 306.00818 3917.11121
2802 0.0024 0.74541 2.57009 155.87063 5278.82996
2803 0.0024 0.74541 2.98932 320.08423 7116.32996
2804 0.0024 0.74541 2.04885 52.96809 7510.07996
2805 0.0024 0.74541 2.47481 90.86346 4163.20496
2806 0.0024 0.74541 2.28391 133.16954 6271.40808
2807 0.0024 0.74541 2.75873 228.44408 7387.03308
2808 0.0024 0.74541 2.17857 74.21619 4056.56433
2809 0.0024 0.74541 2.58225 116.36199 4614.37683
2810 0.0024 0.74541 2.13528 46.54381 5637.71667
2811 0.0024 0.74541 2.23853 99.97541 7852.56042
2812 0.0024 0.74541 2.70392 171.5016 6868.18542
2813 0.0024 0.74541 2.51902 251.35285 4759.9823
2814 0.0024 0.74541 2.00814 41.5943 6991.2323
2815 0.0024 0.74541 2.42564 146.52402 5744.3573
2816 0.0024 0.74541 2.84808 128.03098 7237.32605
2817 0.0024 0.74541 2.06585 81.65872 4513.88855
2818 0.0024 0.74541 2.31376 68.21464 7729.51355
2819 0.0024 0.74541 2.90239 200.73706 5498.26355
2820 0.0024 0.74541 2.60983 203.0067 7914.08386
2821 0.0024 0.74541 2.08054 68.98591 5945.33386
2822 0.0024 0.74541 2.33021 82.582 6798.45886
2823 0.0024 0.74541 2.15046 121.03222 4690.25574
2824 0.0024 0.74541 2.8014 297.52674 5805.88074
2825 0.0024 0.74541 2.52498 151.55046 6183.22449
2826 0.0024 0.74541 2.21226 56.34686 6675.41199
2827 0.0024 0.74541 2.77507 340.50207 6806.66199
2828 0.0024 0.74541 2.99374 162.35455 5101.95007
2829 0.0024 0.74541 2.72394 148.38909 7628.51257
2830 0.0024 0.74541 2.07135 48.20818 6332.41882
2831 0.0024 0.74541 2.31991 118.50747 5348.04382
2832 0.0024 0.74541 2.16127 84.57877 7456.24695
2833 0.0024 0.74541 2.81549 207.91525 6471.87195
2834 0.0024 0.74541 2.53768 105.90528 5536.7157
2835 0.0024 0.74541 2.4436 181.67393 4552.3407
2836 0.0024 0.74541 2.14602 66.79167 6016.59851
2837 0.0024 0.74541 2.64161 125.36023 6574.41101
2838 0.0024 0.74541 2.24979 143.4675 4293.94226
2839 0.0024 0.74541 2.71752 246.10959 5409.56726
2840 0.0024 0.74541 2.5079 175.64839 7517.77039
2841 0.0024 0.74541 2.91699 360.69836 5155.27039
2842 0.0024 0.74541 2.41492 102.39274 6402.14539
2843 0.0024 0.74541 2.05673 117.18254 7271.67664
2844 0.0024 0.74541 2.88957 288.06329 6156.05164
2845 0.0024 0.74541 2.09842 86.98981 6752.82898
2846 0.0024 0.74541 2.35024 72.66803 5505.95398
2847 0.0024 0.74541 2.94814 213.84219 7737.20398
2848 0.0024 0.74541 2.55874 223.6787 6998.92273
2849 0.0024 0.74541 2.97612 459.32981 4636.42273
2850 0.0024 0.74541 2.46388 130.39161 7983.29773
2851 0.0024 0.74541 2.29539 93.06047 5875.0946
2852 0.0024 0.74541 2.77261 159.63946 4890.7196
2853 0.0024 0.74541 2.18952 51.86316 7597.75085
2854 0.0024 0.74541 2.49314 134.86463 3959.66492
2855 0.0024 0.74541 2.26846 60.02547 4451.85242
2856 0.0024 0.74541 2.84556 362.73175 4845.60242
2857 0.0024 0.74541 2.20509 107.70648 6929.19617
2858 0.0024 0.74541 2.87256 264.76881 8044.82117
2859 0.0024 0.74541 2.65098 188.96547 5936.61804
2860 0.0024 0.74541 2.11334 64.2144 7905.36804
2861 0.0024 0.74541 2.36694 76.8701 4820.99304
2862 0.0024 0.74541 2.62451 258.15497 7783.34656
2863 0.0024 0.74541 2.09224 42.71993 5552.09656
2864 0.0024 0.74541 2.34331 150.48926 6667.72156
2865 0.0024 0.74541 2.03379 76.65434 8062.25281
2866 0.0024 0.74541 2.69993 120.18472 4223.19031
2867 0.0024 0.74541 2.51531 85.77582 6314.98718
2868 0.0024 0.74541 2.42206 210.8579 7430.61218
2869 0.0024 0.74541 2.18307 107.40416 4559.51843
2870 0.0024 0.74541 2.84388 184.24517 5675.14343
2871 0.0024 0.74541 2.89811 140.67231 7151.70593
2872 0.0024 0.74541 2.27248 124.3076 7721.82312
2873 0.0024 0.74541 2.74493 305.57842 6737.44812
2874 0.0024 0.74541 2.209 52.8937 5769.47937
2875 0.0024 0.74541 2.77097 319.63471 5638.22937
2876 0.0024 0.74541 2.61832 142.26283 5277.29187
2877 0.0024 0.74541 2.11708 132.98252 4908.15125
2878 0.0024 0.74541 2.97436 228.12325 5892.52625
2879 0.0024 0.74541 2.53319 218.09128 4629.245
2880 0.0024 0.74541 2.01944 74.11196 6597.995
2881 0.0024 0.74541 2.43928 88.71832 5613.62
2882 0.0024 0.74541 2.39081 112.97797 4032.46765
2883 0.0024 0.74541 2.86072 129.29672 6837.9364
2884 0.0024 0.74541 2.07502 98.71884 5426.9989
2885 0.0024 0.74541 2.91527 169.34603 4311.3739
2886 0.0024 0.74541 2.37955 158.29899 5861.76453
2887 0.0024 0.74541 2.22733 80.63237 6140.67078
2888 0.0024 0.74541 2.69039 198.21403 7256.29578
2889 0.0024 0.74541 2.1397 136.77338 5086.56921
2890 0.0024 0.74541 2.78738 234.62624 4102.19421
2891 0.0024 0.74541 2.56025 109.23086 7892.03796
2892 0.0024 0.74541 2.24316 69.66792 7334.22546
2893 0.0024 0.74541 2.57236 167.45272 6210.39734
2894 0.0024 0.74541 2.99197 343.86836 4372.89734
2895 0.0024 0.74541 2.05067 56.90392 3979.14734
2896 0.0024 0.74541 2.29675 97.61515 7194.77234
2897 0.0024 0.74541 2.47737 161.55792 4167.56287
2898 0.0024 0.74541 2.88148 331.76323 6005.06287
2899 0.0024 0.74541 2.38553 94.17882 5283.18787
2900 0.0024 0.74541 2.07043 117.92598 3921.46912
2901 0.0024 0.74541 2.90882 289.89084 5037.09412
2902 0.0024 0.74541 2.16032 70.30725 5176.54724
2903 0.0024 0.74541 2.65921 110.23325 5734.35974
2904 0.0024 0.74541 2.2224 138.02853 7391.39099
2905 0.0024 0.74541 2.68444 236.77938 6275.76599
2906 0.0024 0.74541 2.14507 79.56298 4229.0863
2907 0.0024 0.74541 2.79438 195.58523 5213.4613
2908 0.0024 0.74541 2.56668 91.05521 6772.05505
2909 0.0024 0.74541 2.47152 156.19956 7756.43005
2910 0.0024 0.74541 2.75507 133.45057 4680.25818
2911 0.0024 0.74541 2.05582 47.4353 5352.91443
2912 0.0024 0.74541 2.30252 116.60755 6337.28943
2913 0.0024 0.74541 2.6311 215.19886 6802.81677
2914 0.0024 0.74541 2.09749 73.12906 4834.06677
2915 0.0024 0.74541 2.34919 87.5417 7918.44177
2916 0.0024 0.74541 2.52163 146.83323 7303.2074
2917 0.0024 0.74541 2.87808 329.90344 7926.6449
2918 0.0024 0.74541 2.18855 128.30116 5810.23865
2919 0.0024 0.74541 2.85103 315.39557 4694.61365
2920 0.0024 0.74541 2.26745 103.62324 6864.34021
2921 0.0024 0.74541 2.73886 177.75923 7848.71521
2922 0.0024 0.74541 2.80429 121.28764 6249.10583
2923 0.0024 0.74541 2.1124 77.35779 5494.41833
2924 0.0024 0.74541 2.36589 64.6218 6741.29333
2925 0.0024 0.74541 2.96779 190.16432 4510.04333
2926 0.0024 0.74541 2.01497 43.11196 7971.76208
2927 0.0024 0.74541 2.43388 151.87027 4756.13708
2928 0.0024 0.74541 2.94163 255.44821 6881.77185
2929 0.0024 0.74541 2.55308 186.45932 7587.2406
2930 0.0024 0.74541 2.96954 382.89889 5749.7406
2931 0.0024 0.74541 2.03529 63.36276 5618.4906
2932 0.0024 0.74541 2.45843 75.85062 6602.8656
2933 0.0024 0.74541 2.29032 111.1667 4494.66248
2934 0.0024 0.74541 2.76648 273.27489 5479.03748
2935 0.0024 0.74541 2.18468 61.95388 7004.81873
2936 0.0024 0.74541 2.5895 139.19735 6512.63123
2937 0.0024 0.74541 2.4994 78.45264 5474.93591
2938 0.0024 0.74541 2.40674 192.85573 4359.31091
2939 0.0024 0.74541 2.21063 89.78448 7656.96716
2940 0.0024 0.74541 2.87978 154.01971 6541.34216
2941 0.0024 0.74541 2.93469 140.77119 4080.40466
2942 0.0024 0.74541 2.65764 225.73137 4433.13904
2943 0.0024 0.74541 2.37289 131.58819 5548.76404
2944 0.0024 0.74541 2.02093 87.7881 4712.04529
2945 0.0024 0.74541 2.44108 73.33489 8058.92029
2946 0.0024 0.74541 2.68286 114.98023 7566.73279
2947 0.0024 0.74541 2.60483 169.46507 4951.98669
2948 0.0024 0.74541 2.07655 57.58776 7183.23669
2949 0.0024 0.74541 2.32574 98.78823 3967.61169
2950 0.0024 0.74541 2.1667 144.78408 6075.81482
2951 0.0024 0.74541 2.82256 248.36811 7060.18982
2952 0.0024 0.74541 2.54405 126.51065 4943.78357
2953 0.0024 0.74541 2.22897 67.40461 4385.97107
2954 0.0024 0.74541 2.63577 104.50072 8089.68201
2955 0.0024 0.74541 2.35336 179.26449 6974.05701
2956 0.0024 0.74541 2.24481 83.45705 5021.71326
2957 0.0024 0.74541 2.71151 205.15779 3906.08826
2958 0.0024 0.74541 2.40958 122.3147 7129.91638
2959 0.0024 0.74541 2.82923 153.15631 5997.88513
2960 0.0024 0.74541 2.05218 97.68376 6293.19763
2961 0.0024 0.74541 2.88318 167.57043 7408.82263
2962 0.0024 0.74541 2.13056 55.75606 4781.25916
2963 0.0024 0.74541 2.62257 149.96144 4289.07166
