#sl_no Z X M L T_eff
1033 0.013 0.71847 2.25427 54.88146 5077.46887
1034 0.013 0.71847 2.82777 331.64668 5471.21887
1035 0.013 0.71847 2.1913 117.88456 7554.81262
1036 0.013 0.71847 2.8546 289.78901 6439.18762
1037 0.013 0.71847 2.6594 206.82238 4330.9845
1038 0.013 0.71847 2.12005 70.28255 6299.7345
1039 0.013 0.71847 2.37446 84.13419 5446.6095
1040 0.013 0.71847 2.68464 105.3486 7661.45325
1041 0.013 0.71847 2.79458 124.7013 4515.55481
1042 0.013 0.71847 2.10509 79.53503 7238.99231
1043 0.013 0.71847 2.3577 66.44059 4023.36731
1044 0.013 0.71847 2.95751 195.51653 6254.61731
1045 0.013 0.71847 2.56687 244.81596 7485.08606
1046 0.013 0.71847 2.04628 40.51256 5253.83606
1047 0.013 0.71847 2.47171 142.71339 6500.71106
1048 0.013 0.71847 2.28104 101.85453 4392.50793
1049 0.013 0.71847 2.75527 174.72512 5376.88293
1050 0.013 0.71847 2.17583 47.41864 6115.16418
1051 0.013 0.71847 2.57902 88.9993 6607.35168
1052 0.013 0.71847 2.13764 73.10337 7696.31653
1053 0.013 0.71847 2.6313 114.61722 7138.50403
1054 0.013 0.71847 2.24101 131.17275 5973.66028
1055 0.013 0.71847 2.70691 225.01871 4858.03528
1056 0.013 0.71847 2.52181 160.59583 6966.2384
1057 0.013 0.71847 2.93317 329.78755 4603.7384
1058 0.013 0.71847 2.01037 54.57381 4734.9884
1059 0.013 0.71847 2.42832 93.61798 8081.8634
1060 0.013 0.71847 2.9056 315.28478 7835.76965
1061 0.013 0.71847 2.73906 135.67257 6084.40247
1062 0.013 0.71847 2.61272 266.35498 5903.93372
1063 0.013 0.71847 2.08284 44.07688 7872.68372
1064 0.013 0.71847 2.33279 108.35172 4919.55872
1065 0.013 0.71847 2.15284 77.33061 7027.76184
1066 0.013 0.71847 2.8045 190.09752 8012.13684
1067 0.013 0.71847 2.52777 96.8295 3992.60559
1068 0.013 0.71847 2.43406 166.10499 4976.98059
1069 0.013 0.71847 2.7765 256.79802 5642.45911
1070 0.013 0.71847 2.55025 119.55299 6347.92786
1071 0.013 0.71847 2.2344 63.69758 6905.74036
1072 0.013 0.71847 2.58664 183.27672 7750.66223
1073 0.013 0.71847 2.06205 62.28125 5519.41223
1074 0.013 0.71847 2.30949 106.83961 6766.28723
1075 0.013 0.71847 2.40408 123.6542 5712.18567
1076 0.013 0.71847 2.87659 141.51504 7402.02942
1077 0.013 0.71847 2.08653 90.25892 4875.46692
1078 0.013 0.71847 2.93144 154.83356 5991.09192
1079 0.013 0.71847 2.6547 100.99927 5310.23254
1080 0.013 0.71847 2.37026 173.25798 4194.60754
1081 0.013 0.71847 2.21863 88.25199 7820.38879
1082 0.013 0.71847 2.67989 216.94492 6704.76379
1083 0.013 0.71847 2.25827 113.6548 6239.23645
1084 0.013 0.71847 2.72777 279.39123 7223.61145
1085 0.013 0.71847 2.19518 57.89206 4286.8927
1086 0.013 0.71847 2.60195 130.07131 4779.0802
1087 0.013 0.71847 2.98381 249.68051 4409.93958
1088 0.013 0.71847 2.54124 199.40149 5115.40833
1089 0.013 0.71847 2.95577 409.47594 7477.90833
1090 0.013 0.71847 2.02585 67.76078 7084.15833
1091 0.013 0.71847 2.44703 81.11541 4131.03333
1092 0.013 0.71847 2.63285 236.03183 6177.71301
1093 0.013 0.71847 2.35076 137.59276 7293.33801
1094 0.013 0.71847 2.04025 83.89804 6456.61926
1095 0.013 0.71847 2.70851 109.88523 5833.18176
1096 0.013 0.71847 2.49958 78.42508 7924.97864
1097 0.013 0.71847 2.40692 192.78798 6809.35364
1098 0.013 0.71847 2.16942 98.19994 5185.13489
1099 0.013 0.71847 2.8261 168.45589 4069.50989
1100 0.013 0.71847 2.87999 153.9656 6530.44739
1101 0.00609 0.73603 2.38421 184.3423 7640.625
1102 0.00609 0.73603 2.18993 93.89798 4342.96875
1103 0.00609 0.73603 2.85281 161.07615 5458.59375
1104 0.00609 0.73603 2.90721 147.22066 7919.53125
1105 0.00609 0.73603 2.65774 236.0733 7566.79688
1106 0.00609 0.73603 2.37297 137.61693 6451.17187
1107 0.00609 0.73603 2.021 83.91278 7287.89063
1108 0.00609 0.73603 2.68295 109.90454 4433.20312
1109 0.00609 0.73603 2.95566 244.17169 5118.16406
1110 0.00609 0.73603 2.56526 195.002 4412.69531
1111 0.00609 0.73603 2.9837 400.44148 6250.19531
1112 0.00609 0.73603 2.045 66.26574 6381.44531
1113 0.00609 0.73603 2.47016 79.32573 5397.07031
1114 0.00609 0.73603 2.27961 116.25983 7505.27344
1115 0.00609 0.73603 2.75355 285.79504 6520.89844
1116 0.00609 0.73603 2.17447 59.21898 4995.11719
1117 0.00609 0.73603 2.5774 133.05262 5487.30469
1118 0.00609 0.73603 2.62965 99.88763 3910.25391
1119 0.00609 0.73603 2.3479 171.35103 5025.87891
1120 0.00609 0.73603 2.2396 87.28065 6978.22266
1121 0.00609 0.73603 2.70522 214.55714 8093.84766
1122 0.00609 0.73603 2.00911 52.03656 7954.39453
1123 0.00609 0.73603 2.4268 127.91857 4870.01953
1124 0.00609 0.73603 2.84945 146.39537 6002.05078
1125 0.00609 0.73603 2.06684 93.37161 5706.73828
1126 0.00609 0.73603 2.90378 160.1732 4591.11328
1127 0.00609 0.73603 2.61109 177.22915 7047.94922
1128 0.00609 0.73603 2.08154 60.22616 4816.69922
1129 0.00609 0.73603 2.33132 103.31423 8032.32422
1130 0.00609 0.73603 2.80274 259.74714 4939.74609
1131 0.00609 0.73603 2.52619 120.92596 7056.15234
1132 0.00609 0.73603 2.21332 64.4291 7613.96484
1133 0.00609 0.73603 2.13252 76.05075 7770.84961
1134 0.00609 0.73603 2.77804 186.95131 6786.47461
1135 0.00609 0.73603 2.55167 95.22693 5227.88086
1136 0.00609 0.73603 2.45707 163.35588 4243.50586
1137 0.00609 0.73603 2.00555 106.55845 4924.36523
1138 0.00609 0.73603 2.76495 139.56464 7319.67773
1139 0.00609 0.73603 2.58807 273.99595 4678.27148
1140 0.00609 0.73603 2.06319 45.34132 6647.02148
1141 0.00609 0.73603 2.31077 111.46003 5662.64648
1142 0.00609 0.73603 2.49802 154.4261 7832.37305
1143 0.00609 0.73603 2.9055 317.11786 5994.87305
1144 0.00609 0.73603 2.40541 90.02139 6716.74805
1145 0.00609 0.73603 2.08769 123.32879 8078.4668
1146 0.00609 0.73603 2.93307 303.17225 6962.8418
1147 0.00609 0.73603 2.15785 73.52839 6823.38867
1148 0.00609 0.73603 2.65617 115.28361 6265.57617
1149 0.00609 0.73603 2.21986 131.9354 4608.54492
1150 0.00609 0.73603 2.68137 226.32698 5724.16992
1151 0.00609 0.73603 2.25952 99.04889 5135.5957
1152 0.00609 0.73603 2.72928 169.91222 4151.2207
1153 0.00609 0.73603 2.821 126.84445 5750.83008
1154 0.00609 0.73603 2.12499 80.90195 6505.51758
1155 0.00609 0.73603 2.37999 67.58246 5258.64258
1156 0.00609 0.73603 2.98547 198.87674 7489.89258
1157 0.00609 0.73603 2.54264 249.02344 6259.42383
1158 0.00609 0.73603 2.02697 41.20883 4028.17383
1159 0.00609 0.73603 2.44838 145.16611 7243.79883
1160 0.00609 0.73603 2.63431 205.69911 5197.11914
1161 0.00609 0.73603 2.10005 69.90084 7165.86914
1162 0.00609 0.73603 2.35206 83.67725 4081.49414
1163 0.00609 0.73603 2.71001 104.77645 6788.52539
1164 0.00609 0.73603 2.50097 153.56042 4696.72852
1165 0.00609 0.73603 2.27558 57.09417 4204.54102
1166 0.00609 0.73603 2.8545 345.01803 4073.29102
1167 0.00609 0.73603 2.17062 122.63743 6189.69727
1168 0.00609 0.73603 2.82767 301.47274 7305.32227
1169 0.00609 0.73603 2.09077 48.84755 4686.9873
1170 0.00609 0.73603 2.34167 120.0792 7640.1123
1171 0.00609 0.73603 2.03237 95.89844 6901.83105
1172 0.00609 0.73603 2.69804 150.35713 5359.64355
1173 0.00609 0.73603 2.51355 107.30986 7451.44043
1174 0.00609 0.73603 2.00378 36.46613 5220.19043
1175 0.00609 0.73603 2.42036 184.08341 6467.06543
1176 0.00609 0.73603 2.18154 85.70051 5531.90918
1177 0.00609 0.73603 2.84189 210.67277 4547.53418
1178 0.00609 0.73603 2.27088 142.13792 6586.01074
1179 0.00609 0.73603 2.743 243.82878 7701.63574
1180 0.00609 0.73603 2.20745 66.17268 4863.35449
1181 0.00609 0.73603 2.61649 124.19846 4305.54199
1182 0.00609 0.73603 2.1156 116.09656 5839.52637
1183 0.00609 0.73603 2.97228 285.39367 4723.90137
1184 0.00609 0.73603 2.53141 174.02057 5593.43262
1185 0.00609 0.73603 2.94434 357.35559 7955.93262
1186 0.00609 0.73603 2.01802 59.13581 7824.68262
1187 0.00609 0.73603 2.43757 101.44382 4477.80762
1188 0.00609 0.73603 2.48698 221.60577 4020.4834
1189 0.00609 0.73603 2.39478 129.1832 5004.8584
1190 0.00609 0.73603 2.07847 86.18363 4266.57715
1191 0.00609 0.73603 2.32789 71.99458 7482.20215
1192 0.00609 0.73603 2.92011 211.86041 5250.95215
1193 0.00609 0.73603 2.1687 51.38252 5390.40527
1194 0.00609 0.73603 2.3835 198.04001 4898.21777
1195 0.00609 0.73603 2.23103 92.19804 7113.06152
1196 0.00609 0.73603 2.69486 158.16001 6128.68652
1197 0.00609 0.73603 2.14325 109.13495 3950.75684
1198 0.00609 0.73603 2.79201 268.28035 5066.38184
1199 0.00609 0.73603 2.5645 136.6533 6920.28809
1200 0.00609 0.73603 2.46943 234.42025 8035.91309
1201 0.00609 0.73603 2.24688 60.82157 6428.10059
1202 0.00609 0.73603 2.8185 367.54254 6034.35059
1203 0.00609 0.73603 2.27894 167.3057 5944.11621
1204 0.00609 0.73603 2.57664 191.47166 7174.58496
1205 0.00609 0.73603 2.99694 393.19184 5337.08496
1206 0.00609 0.73603 2.05407 65.06606 5205.83496
1207 0.00609 0.73603 2.30057 77.8896 6058.95996
1208 0.00609 0.73603 2.99517 185.64222 3933.3252
1209 0.00609 0.73603 2.72525 118.40342 6656.7627
1210 0.00609 0.73603 2.59955 254.32878 5327.85645
1211 0.00609 0.73603 2.07234 42.08676 7559.10645
1212 0.00609 0.73603 2.32103 148.25881 4212.23145
1213 0.00609 0.73603 2.16231 105.81229 6320.43457
1214 0.00609 0.73603 2.81684 181.51442 7436.05957
1215 0.00609 0.73603 2.5389 84.50451 4564.96582
1216 0.00609 0.73603 2.44477 207.73271 5680.59082
1217 0.00609 0.73603 2.14705 53.29477 7218.67676
1218 0.00609 0.73603 2.69327 322.05835 7349.92676
1219 0.00609 0.73603 2.64287 143.34154 7710.86426
1220 0.00609 0.73603 2.25087 125.25017 5266.33301
1221 0.00609 0.73603 2.71882 307.89548 4281.95801
1222 0.00609 0.73603 2.5091 219.74497 6390.16113
1223 0.00609 0.73603 2.00023 74.67392 4421.41113
1224 0.00609 0.73603 2.41608 89.39103 7374.53613
1225 0.00609 0.73603 2.89095 229.85301 7095.62988
1226 0.00609 0.73603 2.7805 130.27712 4042.0166
1227 0.00609 0.73603 2.09448 99.46738 7684.2041
1228 0.00609 0.73603 2.9426 170.63011 6568.5791
1229 0.00609 0.73603 2.03597 46.3073 5994.36035
1230 0.00609 0.73603 2.45925 113.83463 6847.48535
1231 0.00609 0.73603 2.29108 81.24376 4739.28223
1232 0.00609 0.73603 2.7674 199.717 5854.90723
1233 0.00609 0.73603 2.59036 92.97877 6133.81348
1234 0.00609 0.73603 2.31282 159.4993 7249.43848
1235 0.00609 0.73603 2.48845 107.61191 5096.11816
1236 0.00609 0.73603 2.26419 68.63535 5653.93066
1237 0.00609 0.73603 2.20094 134.74622 7901.58691
1238 0.00609 0.73603 2.86716 231.14878 6917.21191
1239 0.00609 0.73603 2.646 164.97086 4809.00879
1240 0.00609 0.73603 2.10936 56.06053 7040.25879
1241 0.00609 0.73603 2.36249 96.16836 5793.38379
1242 0.00609 0.73603 2.08985 118.98727 6967.19971
1243 0.00609 0.73603 2.9361 292.49974 8082.82471
1244 0.00609 0.73603 2.54828 163.01187 6721.10596
1245 0.00609 0.73603 2.96396 334.74896 4883.60596
1246 0.00609 0.73603 2.03147 55.39483 4489.85596
1247 0.00609 0.73603 2.45381 95.02639 7836.73096
1248 0.00609 0.73603 2.28601 139.27073 5728.52783
1249 0.00609 0.73603 2.76128 238.91029 4612.90283
1250 0.00609 0.73603 2.18058 70.93999 7943.37158
1251 0.00609 0.73603 2.58464 111.22531 7385.55908
1252 0.00609 0.73603 2.4947 89.83182 4239.66064
1253 0.00609 0.73603 2.40222 154.1009 5224.03564
1254 0.00609 0.73603 2.20647 78.49399 6782.62939
1255 0.00609 0.73603 2.87436 192.95739 7767.00439
1256 0.00609 0.73603 2.65264 282.79847 5658.80127
1257 0.00609 0.73603 2.11466 46.79797 7627.55127
1258 0.00609 0.73603 2.36843 115.04084 4674.42627
1259 0.00609 0.73603 2.01713 100.52135 5904.89502
1260 0.00609 0.73603 2.67781 131.65756 6331.45752
1261 0.00609 0.73603 2.26185 169.55441 6792.8833
1262 0.00609 0.73603 2.60608 212.3075 4085.85205
1263 0.00609 0.73603 2.07755 72.14651 6054.60205
1264 0.00609 0.73603 2.32686 86.36551 5201.47705
1265 0.00609 0.73603 2.16774 126.57734 7309.68018
1266 0.00609 0.73603 2.82391 311.15799 6194.05518
1267 0.00609 0.73603 2.54527 144.86041 5816.71143
1268 0.00609 0.73603 2.23004 53.85949 5324.52393
1269 0.00609 0.73603 2.79737 325.47093 5193.27393
1270 0.00609 0.73603 2.24589 104.5558 4147.37549
1271 0.00609 0.73603 2.71281 179.35899 5131.75049
1272 0.00609 0.73603 2.41074 153.23705 6255.57861
1273 0.00609 0.73603 2.83059 122.37917 4762.60986
1274 0.00609 0.73603 2.05316 78.05397 7486.04736
1275 0.00609 0.73603 2.29955 65.20337 4270.42236
1276 0.00609 0.73603 2.88456 191.87572 6501.67236
1277 0.00609 0.73603 2.48148 184.99112 5393.2251
1278 0.00609 0.73603 2.88627 379.88389 7230.7251
1279 0.00609 0.73603 2.38949 75.25336 4408.8501
1280 0.00609 0.73603 2.91365 253.43677 4129.94385
1281 0.00609 0.73603 2.16391 61.46604 4006.89697
1282 0.00609 0.73603 2.66362 138.1013 4499.08447
1283 0.00609 0.73603 2.22609 110.29136 6517.05322
1284 0.00609 0.73603 2.6889 271.12309 7501.42822
1285 0.00609 0.73603 2.14863 91.10321 5462.95166
1286 0.00609 0.73603 2.79902 156.2819 4347.32666
1287 0.00609 0.73603 2.47563 195.68834 6529.35791
1288 0.00609 0.73603 2.00171 89.07751 6176.62354
1289 0.00609 0.73603 2.41786 74.41202 5060.99854
1290 0.00609 0.73603 2.75965 116.66902 5553.18604
1291 0.00609 0.73603 2.58311 229.04685 6455.52979
1292 0.00609 0.73603 2.30634 133.52092 7571.15479
1293 0.00609 0.73603 2.62926 171.95412 8028.479
1294 0.00609 0.73603 2.09602 58.43359 5797.229
1295 0.00609 0.73603 2.34755 100.2392 7044.104
1296 0.00609 0.73603 2.03747 114.71794 7749.57275
1297 0.00609 0.73603 2.51986 128.3688 6067.93213
1298 0.00609 0.73603 2.29277 68.39462 6625.74463
1299 0.00609 0.73603 2.18702 146.91063 4935.90088
1300 0.00609 0.73603 2.84903 252.01606 5920.27588
1301 0.00609 0.73603 2.26586 82.79989 8098.20557
1302 0.00609 0.73603 2.73694 203.54235 6982.58057
1303 0.00609 0.73603 2.6107 103.67786 5030.23682
1304 0.00609 0.73603 2.33098 177.85293 3914.61182
1305 0.00609 0.73603 2.80233 151.95033 7122.03369
1306 0.00609 0.73603 2.11092 96.91459 4595.47119
1307 0.00609 0.73603 2.96571 166.25096 5711.09619
1308 0.00609 0.73603 2.01356 49.36514 6843.12744
1309 0.00609 0.73603 2.43218 121.35157 5990.00244
1310 0.00609 0.73603 2.25452 118.82016 4278.11279
1311 0.00609 0.73603 2.72324 292.08896 5262.48779
1312 0.00609 0.73603 2.19154 55.31703 6230.45654
1313 0.00609 0.73603 2.74908 334.27884 6361.70654
1314 0.00609 0.73603 2.59764 148.78063 6722.64404
1315 0.00609 0.73603 2.97887 238.57477 6107.40967
1316 0.00609 0.73603 2.53702 208.46385 7370.69092
1317 0.00609 0.73603 2.95086 428.08574 5008.19092
1318 0.00609 0.73603 2.02249 70.84036 5401.94092
1319 0.00609 0.73603 2.44297 84.80193 6386.31592
1320 0.00609 0.73603 2.64092 246.75897 4216.58936
1321 0.00609 0.73603 2.35796 143.84605 5332.21436
1322 0.00609 0.73603 2.04651 80.16627 3937.68311
1323 0.00609 0.73603 2.71682 125.69101 7776.74561
1324 0.00609 0.73603 2.50725 89.70566 5684.94873
1325 0.00609 0.73603 2.17608 102.66291 7440.41748
1326 0.00609 0.73603 2.83477 176.11185 6324.79248
1327 0.00609 0.73603 2.88882 134.46247 4848.22998
1328 0.00609 0.73603 2.13788 130.73565 6913.3667
1329 0.00609 0.73603 2.78501 224.26889 7897.7417
1330 0.00609 0.73603 2.55807 114.23529 4107.89795
1331 0.00609 0.73603 2.24126 72.85977 4665.71045
1332 0.00609 0.73603 2.59457 160.06068 5789.53857
1333 0.00609 0.73603 2.06837 54.39195 8020.78857
1334 0.00609 0.73603 2.31658 93.30602 4805.16357
1335 0.00609 0.73603 2.40009 107.99067 7967.46826
1336 0.00609 0.73603 2.87182 135.22048 5161.99951
1337 0.00609 0.73603 2.08307 103.24166 6572.93701
1338 0.00609 0.73603 2.92658 177.10466 7688.56201
1339 0.00609 0.73603 2.65029 96.50684 7253.79639
1340 0.00609 0.73603 2.36633 165.55149 6138.17139
1341 0.00609 0.73603 2.21495 77.07293 5859.26514
1342 0.00609 0.73603 2.67544 189.46407 4743.64014
1343 0.00609 0.73603 2.13158 63.84321 5983.3374
1344 0.00609 0.73603 2.62383 119.82633 5425.5249
1345 0.00609 0.73603 2.23465 150.0405 7705.99365
1346 0.00609 0.73603 2.69924 257.38516 6590.36865
1347 0.00609 0.73603 2.51466 183.69576 4482.16553
1348 0.00609 0.73603 2.92485 377.22383 6844.66553
1349 0.00609 0.73603 2.00466 62.42364 6713.41553
1350 0.00609 0.73603 2.42144 107.08389 5597.79053
1351 0.00609 0.73603 2.06227 112.00963 4728.25928
1352 0.00609 0.73603 2.89736 275.34701 5843.88428
1353 0.00609 0.73603 2.74422 141.8386 4371.42334
1354 0.00609 0.73603 2.08676 50.41685 5667.51709
1355 0.00609 0.73603 2.33718 123.93692 6651.89209
1356 0.00609 0.73603 2.15689 88.45376 4543.68896
1357 0.00609 0.73603 2.80978 217.44094 5528.06396
1358 0.00609 0.73603 2.53253 101.23019 6463.22021
1359 0.00609 0.73603 2.43865 173.65411 7447.59521
1360 0.00609 0.73603 2.48222 128.91116 8040.271
1361 0.00609 0.73603 2.25852 57.3757 7548.0835
1362 0.00609 0.73603 2.8331 346.71931 7154.3335
1363 0.00609 0.73603 2.19543 112.64107 5070.73975
1364 0.00609 0.73603 2.85998 276.89925 3955.11475
1365 0.00609 0.73603 2.66441 197.62296 6063.31787
1366 0.00609 0.73603 2.12404 67.1564 4094.56787
1367 0.00609 0.73603 2.37893 80.39192 7178.94287
1368 0.00609 0.73603 2.22675 157.82695 4832.84912
1369 0.00609 0.73603 2.09912 83.14973 5247.10693
1370 0.00609 0.73603 2.35102 69.46017 6493.98193
1371 0.00609 0.73603 2.94912 204.40233 4262.73193
1372 0.00609 0.73603 2.55958 233.92659 5001.01318
1373 0.00609 0.73603 2.04048 38.71057 7232.26318
1374 0.00609 0.73603 2.4647 136.36553 4016.63818
1375 0.00609 0.73603 2.27457 97.32406 6124.84131
1376 0.00609 0.73603 2.74746 166.95338 7109.21631
1377 0.00609 0.73603 2.16966 49.57371 4402.18506
1378 0.00609 0.73603 2.12922 48.69333 7844.80591
1379 0.00609 0.73603 2.34011 187.67524 6368.24341
1380 0.00609 0.73603 2.23218 95.59567 5629.96216
1381 0.00609 0.73603 2.69625 163.98844 4645.58716
1382 0.00609 0.73603 2.51188 240.34155 6753.79028
1383 0.00609 0.73603 2.00245 39.77213 4522.54028
1384 0.00609 0.73603 2.41876 140.10507 7738.16528
1385 0.00609 0.73603 2.05999 85.42994 6999.88403
1386 0.00609 0.73603 2.3072 71.36497 5753.00903
1387 0.00609 0.73603 2.89416 210.00765 7984.25903
1388 0.00609 0.73603 2.26938 155.02408 7414.14185
1389 0.00609 0.73603 2.61475 194.11336 5691.4856
1390 0.00609 0.73603 2.08446 65.96376 7660.2356
1391 0.00609 0.73603 2.33459 78.96423 4575.8606
1392 0.00609 0.73603 2.15451 115.73002 6684.06372
1393 0.00609 0.73603 2.80667 284.49265 7799.68872
1394 0.00609 0.73603 2.52973 132.44629 4206.71997
1395 0.00609 0.73603 2.21642 58.94912 4698.90747
1396 0.00609 0.73603 2.78029 356.22738 4567.65747
1397 0.00609 0.73603 2.48533 98.32077 5783.77075
1398 0.00609 0.73603 2.39319 168.66317 4799.39575
1399 0.00609 0.73603 2.19818 85.91154 7211.1145
1400 0.00609 0.73603 2.86357 211.19154 6226.7395
1401 0.00609 0.73603 2.66775 309.52244 4118.53638
1402 0.00609 0.73603 2.12671 51.2203 6087.28638
1403 0.00609 0.73603 2.38192 125.912 5102.91138
1404 0.00609 0.73603 2.02862 91.90696 4364.63013
1405 0.00609 0.73603 2.69307 144.09897 7875.56763
1406 0.00609 0.73603 2.10175 108.7904 7518.73169
1407 0.00609 0.73603 2.95283 267.43336 6403.10669
1408 0.00609 0.73603 2.5628 178.41622 7272.63794
1409 0.00609 0.73603 2.98084 366.38217 5435.13794
1410 0.00609 0.73603 2.04304 60.62955 5041.38794
1411 0.00609 0.73603 2.46779 104.00622 6157.01294
1412 0.00609 0.73603 2.27743 152.43158 4048.80981
1413 0.00609 0.73603 2.75091 261.48691 5164.43481
1414 0.00609 0.73603 2.17239 64.86064 6263.65356
1415 0.00609 0.73603 2.57493 121.73591 6821.46606
1416 0.00609 0.73603 2.25735 75.70418 6418.48755
1417 0.00609 0.73603 2.72666 186.09936 7534.11255
1418 0.00609 0.73603 2.6009 94.79297 4466.1438
1419 0.00609 0.73603 2.32222 162.61145 5581.7688
1420 0.00609 0.73603 2.81829 138.92863 6557.94067
1421 0.00609 0.73603 2.12295 106.07285 5147.00317
1422 0.00609 0.73603 2.9826 181.96139 4031.37817
1423 0.00609 0.73603 2.02503 45.13469 7394.65942
1424 0.00609 0.73603 2.44604 110.95209 4310.28442
1425 0.00609 0.73603 2.64424 157.21815 6488.21411
1426 0.00609 0.73603 2.10796 53.426 4256.96411
1427 0.00609 0.73603 2.36092 91.64899 7472.58911
1428 0.00609 0.73603 2.5104 117.36796 7612.04224
1429 0.00609 0.73603 2.28416 74.8578 7054.22974
1430 0.00609 0.73603 2.17881 134.32081 5364.38599
1431 0.00609 0.73603 2.83833 230.41901 4380.01099
1432 0.00609 0.73603 2.13552 99.71231 4837.33521
1433 0.00609 0.73603 2.78193 171.05028 5952.96021
1434 0.00609 0.73603 2.55525 87.12746 6034.99146
1435 0.00609 0.73603 2.46052 214.18055 7150.61646
1436 0.00609 0.73603 2.00837 81.44382 7782.25708
1437 0.00609 0.73603 2.76883 127.69405 3943.19458
1438 0.00609 0.73603 2.5917 250.69138 8061.16333
1439 0.00609 0.73603 2.06608 41.48484 5829.91333
1440 0.00609 0.73603 2.31401 146.13842 6945.53833
1441 0.00609 0.73603 2.48974 202.47246 4907.06177
1442 0.00609 0.73603 2.89586 415.78227 6744.56177
1443 0.00609 0.73603 2.39744 82.36467 5891.43677
1444 0.00609 0.73603 2.92334 231.71797 5612.53052
1445 0.00609 0.73603 2.1507 56.19858 5489.48364
1446 0.00609 0.73603 2.64736 151.15163 4997.29614
1447 0.00609 0.73603 2.2125 120.71371 7999.63989
1448 0.00609 0.73603 2.67248 296.74376 7015.26489
1449 0.00609 0.73603 2.38685 118.1956 6287.75024
1450 0.00609 0.73603 2.85597 147.99859 4597.90649
1451 0.00609 0.73603 2.07158 94.39415 7124.46899
1452 0.00609 0.73603 2.91043 161.9273 6008.84399
1453 0.00609 0.73603 2.66068 105.62657 6689.70337
1454 0.00609 0.73603 2.3756 181.19583 7805.32837
1455 0.00609 0.73603 2.22363 84.35619 4179.54712
1456 0.00609 0.73603 2.68593 207.3681 5295.17212
1457 0.00609 0.73603 2.79593 245.46192 6357.47681
1458 0.00609 0.73603 2.5681 125.03033 5652.00806
1459 0.00609 0.73603 2.25004 66.6159 5094.19556
1460 0.00609 0.73603 2.58025 175.18614 4249.27368
1461 0.00609 0.73603 2.05696 59.5319 6480.52368
1462 0.00609 0.73603 2.30379 102.12328 5233.64868
1463 0.00609 0.73603 2.63256 225.61244 5822.2229
1464 0.00609 0.73603 2.3505 131.51886 4706.5979
1465 0.00609 0.73603 2.04003 87.74185 5543.31665
1466 0.00609 0.73603 2.70821 114.91965 6166.75415
1467 0.00609 0.73603 2.52302 82.01814 4074.95728
1468 0.00609 0.73603 2.42949 201.6206 5190.58228
1469 0.00609 0.73603 2.18977 93.865 6814.80103
1470 0.00609 0.73603 2.8526 161.01957 7930.42603
1471 0.00609 0.73603 2.907 147.16894 5469.48853
1472 0.00609 0.73603 2.26871 108.63762 5760.69946
1473 0.00609 0.73603 2.74037 267.05777 4776.32446
1474 0.00609 0.73603 2.20533 60.5444 7713.04321
1475 0.00609 0.73603 2.61398 136.03056 7220.85571
1476 0.00609 0.73603 2.96943 261.11968 7589.99634
1477 0.00609 0.73603 2.52899 190.5991 6884.52759
1478 0.00609 0.73603 2.94152 391.40003 4522.02759
1479 0.00609 0.73603 2.01609 64.76955 4915.77759
1480 0.00609 0.73603 2.43523 77.53465 7868.90259
1481 0.00609 0.73603 2.77783 119.19648 7484.3811
1482 0.00609 0.73603 2.09247 76.02404 4760.9436
1483 0.00609 0.73603 2.34357 63.50763 7976.5686
1484 0.00609 0.73603 2.93978 186.88564 5745.3186
1485 0.00609 0.73603 2.55148 256.03225 4514.84985
1486 0.00609 0.73603 2.03402 42.36866 6746.09985
1487 0.00609 0.73603 2.45689 149.25183 5499.22485
1488 0.00609 0.73603 2.28888 106.52102 7607.42798
1489 0.00609 0.73603 2.76474 182.73019 6623.05298
1490 0.00609 0.73603 2.49783 141.09305 6430.27954
1491 0.00609 0.73603 2.85092 317.00646 6528.71704
1492 0.00609 0.73603 2.20924 123.28546 4445.12329
1493 0.00609 0.73603 2.87797 303.06575 5560.74829
1494 0.00609 0.73603 2.65597 216.29799 7668.95142
1495 0.00609 0.73603 2.11732 73.50256 5700.20142
1496 0.00609 0.73603 2.3714 87.98882 6553.32642
1497 0.00609 0.73603 2.68117 100.69809 4338.48267
1498 0.00609 0.73603 2.99938 169.85253 7326.47095
1499 0.00609 0.73603 2.72907 129.68344 5915.53345
1500 0.00609 0.73603 2.6032 278.55809 6096.0022
1501 0.00609 0.73603 2.07525 46.09627 4127.2522
1502 0.00609 0.73603 2.32428 113.31588 7080.3772
1503 0.00609 0.73603 2.16534 80.87353 4972.17407
1504 0.00609 0.73603 2.82079 198.80687 3987.79907
1505 0.00609 0.73603 2.54246 92.55506 8007.33032
1506 0.00609 0.73603 2.4482 158.77245 7022.95532
1507 0.00609 0.73603 2.13993 69.87629 4303.61938
1508 0.00609 0.73603 2.63411 109.55756 4861.43188
1509 0.00609 0.73603 2.24341 137.18246 6026.27563
1510 0.00609 0.73603 2.70981 235.32799 7141.90063
1511 0.00609 0.73603 2.50078 167.95356 5033.69751
1512 0.00609 0.73603 2.90871 344.89683 7396.19751
1513 0.00609 0.73603 2.40807 97.9071 3918.07251
1514 0.00609 0.73603 2.88137 301.36684 4164.16626
1515 0.00609 0.73603 2.99186 290.75788 6205.46265
1516 0.00609 0.73603 2.59668 162.04112 7468.7439
1517 0.00609 0.73603 2.07005 55.06495 5237.4939
