#sl_no Z X M/M_Sun L/L_Sun T_eff
499 0.013 0.71847 8.07375 13596.36615 6345.55664
500 0.013 0.71847 5.52173 2282.56341 5295.55664
501 0.013 0.71847 4.67614 836.53738 4573.68164
502 0.013 0.71847 9.99741 29681.46628 6673.68164
503 0.013 0.71847 3.04974 175.53364 3917.43164
504 0.013 0.71847 6.52023 6228.16847 6017.43164
505 0.013 0.71847 3.39366 566.17945 4409.61914
506 0.013 0.71847 8.77342 8231.02843 4934.61914
507 0.013 0.71847 3.23626 452.98008 5590.86914
508 0.013 0.71847 3.91331 1105.55181 7165.86914
509 0.013 0.71847 9.87942 11501.82092 5918.99414
510 0.013 0.71847 4.20225 1235.99468 4081.49414
511 0.013 0.71847 10.35992 22459.06135 3950.24414
512 0.013 0.71847 7.79124 5890.35679 7887.74414
513 0.013 0.71847 9.4773 19536.40845 5311.96289
514 0.013 0.71847 6.79688 4099.39462 5968.21289
515 0.013 0.71847 3.57991 315.25155 4721.33789
516 0.013 0.71847 7.65371 11185.54699 6821.33789
517 0.013 0.71847 4.32885 769.40894 6296.33789
518 0.013 0.71847 6.03597 5728.38537 4852.58789
519 0.013 0.71847 4.99168 2347.10342 4327.58789
520 0.013 0.71847 8.02596 8949.15905 5640.08789
521 0.013 0.71847 5.48905 1502.38842 6690.08789
522 0.013 0.71847 7.21258 4845.91706 7379.15039
523 0.013 0.71847 5.55461 3467.87533 6263.52539
524 0.013 0.71847 4.5936 1420.89988 6788.52539
525 0.013 0.71847 8.93107 13222.49698 7051.02539
526 0.013 0.71847 6.10806 2219.79811 3901.02539
527 0.013 0.71847 3.62267 727.67671 4819.77539
528 0.013 0.71847 4.36756 1800.91479 4696.72852
529 0.013 0.71847 3.97182 472.32743 7059.22852
530 0.013 0.71847 8.49159 16758.80949 4959.22852
531 0.013 0.71847 5.8075 2813.47567 6009.22852
532 0.013 0.71847 3.13231 241.89014 4302.97852
533 0.013 0.71847 3.7876 590.36169 6927.97852
534 0.013 0.71847 7.54096 6141.94134 5287.35352
535 0.013 0.71847 10.51482 29270.53524 5943.60352
536 0.013 0.71847 3.40375 399.56452 6829.54102
537 0.013 0.71847 4.11584 975.18478 4204.54102
538 0.013 0.71847 6.31078 4647.41991 6960.79102
539 0.013 0.71847 5.21895 1904.19716 6435.79102
540 0.013 0.71847 3.24588 499.41538 7223.29102
541 0.013 0.71847 8.39137 7260.42284 7748.29102
542 0.013 0.71847 9.90879 24761.35542 7420.16602
543 0.013 0.71847 6.46242 3325.82516 8076.41602
544 0.013 0.71847 9.39328 14577.94439 8027.19727
545 0.013 0.71847 6.42418 2447.35116 4877.19727
546 0.013 0.71847 7.06427 3823.36966 6714.69727
547 0.013 0.71847 10.83159 18220.96144 6058.44727
548 0.013 0.71847 3.54817 717.60225 6517.82227
549 0.013 0.71847 9.17286 10432.3894 7042.82227
550 0.013 0.71847 3.07702 367.50122 7699.07227
551 0.013 0.71847 3.72074 896.93049 5074.07227
552 0.013 0.71847 4.44604 1060.2665 6681.88477
553 0.013 0.71847 6.81708 5052.89227 3925.63477
554 0.013 0.71847 3.42402 248.72964 5172.50977
555 0.013 0.71847 7.32042 8825.26061 7272.50977
556 0.013 0.71847 4.14034 607.0543 7797.50977
557 0.013 0.71847 8.85189 21539.09933 5697.50977
558 0.013 0.71847 5.77313 2893.02735 5041.25977
559 0.013 0.71847 4.77432 1185.3662 5566.25977
560 0.013 0.71847 3.59055 310.88698 6353.75977
561 0.013 0.71847 7.67646 11030.68643 4253.75977
562 0.013 0.71847 5.25002 1851.83607 7403.75977
563 0.013 0.71847 3.26582 245.49987 4522.9248
564 0.013 0.71847 6.98219 8710.66415 6622.9248
565 0.013 0.71847 3.94904 599.17167 6097.9248
566 0.013 0.71847 6.05504 2855.46124 4654.1748
567 0.013 0.71847 5.00745 1169.97416 4129.1748
568 0.013 0.71847 10.70574 41512.24965 6229.1748
569 0.013 0.71847 8.05131 10887.45241 5966.6748
570 0.013 0.71847 5.50639 1827.78988 7016.6748
571 0.013 0.71847 4.66315 1046.49888 7082.2998
572 0.013 0.71847 6.50211 4987.28021 5638.5498
573 0.013 0.71847 3.38423 708.28414 7968.2373
574 0.013 0.71847 8.74904 10296.92429 7443.2373
575 0.013 0.71847 3.22727 362.7292 6261.9873
576 0.013 0.71847 3.90243 885.28381 4686.9873
577 0.013 0.71847 9.85197 14388.64904 6327.6123
578 0.013 0.71847 4.19057 1546.21549 7640.1123
579 0.013 0.71847 10.33113 17984.36133 7771.3623
580 0.013 0.71847 7.76959 4716.77347 4358.8623
581 0.013 0.71847 4.42055 688.80794 4933.08105
582 0.013 0.71847 9.45096 24439.82797 7033.08105
583 0.013 0.71847 6.77799 3282.63915 6376.83105
584 0.013 0.71847 3.56996 394.37615 7492.45605
585 0.013 0.71847 4.31682 962.52196 5917.45605
586 0.013 0.71847 6.0192 4587.07292 7361.20605
587 0.013 0.71847 4.97781 1879.47107 7886.20605
588 0.013 0.71847 3.09591 492.93045 6573.70605
589 0.013 0.71847 8.00366 7166.14588 6048.70605
590 0.013 0.71847 7.19254 6062.18792 4900.26855
591 0.013 0.71847 4.58084 1777.52982 5359.64355
592 0.013 0.71847 8.90625 16541.1955 4572.14355
593 0.013 0.71847 6.09109 2776.94255 7722.14355
594 0.013 0.71847 3.6126 582.69581 7328.39355
595 0.013 0.71847 5.29796 3519.62653 7976.44043
596 0.013 0.71847 4.38136 1442.104 7451.44043
597 0.013 0.71847 8.51842 13419.81664 6663.94043
598 0.013 0.71847 5.82584 2252.92421 5613.94043
599 0.013 0.71847 3.1422 302.60185 7845.19043
600 0.013 0.71847 3.79957 738.53585 5220.19043
601 0.013 0.71847 7.56478 4918.2328 6992.06543
602 0.013 0.71847 4.93368 1032.01042 4235.81543
603 0.013 0.71847 10.54803 36617.11146 6335.81543
604 0.013 0.71847 3.4145 319.95605 5384.25293
605 0.013 0.71847 7.30008 11352.46919 7484.25293
606 0.013 0.71847 4.12884 780.89085 8009.25293
607 0.013 0.71847 6.33071 5813.87021 5253.00293
608 0.013 0.71847 5.23543 2382.12931 5778.00293
609 0.013 0.71847 3.25614 624.76304 4465.50293
610 0.013 0.71847 8.41788 9082.70758 3940.50293
611 0.013 0.71847 9.94009 19827.95077 4924.87793
612 0.013 0.71847 10.42354 15863.6395 5056.12793
613 0.013 0.71847 6.48284 4160.56999 4268.62793
614 0.013 0.71847 9.42295 11673.46289 4219.40918
615 0.013 0.71847 4.00809 1254.43946 5531.90918
616 0.013 0.71847 10.86581 22794.2185 5663.15918
617 0.013 0.71847 8.17169 5978.25873 6450.65918
618 0.013 0.71847 4.73287 2190.97392 4547.53418
619 0.013 0.71847 3.55938 574.62856 5860.03418
620 0.013 0.71847 5.20445 3422.8448 6910.03418
621 0.013 0.71847 3.08674 459.73991 4153.78418
622 0.013 0.71847 4.46009 849.02105 4974.09668
623 0.013 0.71847 9.5355 30124.40356 7074.09668
624 0.013 0.71847 6.83862 6321.11159 7730.34668
625 0.013 0.71847 7.34355 7066.93273 4514.72168
626 0.013 0.71847 4.15342 486.10597 3989.72168
627 0.013 0.71847 8.87985 17247.69076 6089.72168
628 0.013 0.71847 5.79136 3619.14478 6745.97168
629 0.013 0.71847 4.7894 1482.87983 6220.97168
630 0.013 0.71847 3.60189 388.91613 5958.47168
631 0.013 0.71847 7.70071 13799.26507 8058.47168
632 0.013 0.71847 5.26661 2316.62616 4908.47168
633 0.013 0.71847 4.3619 929.55251 6028.19824
634 0.013 0.71847 6.68806 4429.95103 4584.44824
635 0.013 0.71847 3.5226 272.55956 5568.82324
636 0.013 0.71847 7.53118 9670.77827 7668.82324
637 0.013 0.71847 4.25954 665.21407 7143.82324
638 0.013 0.71847 9.10674 23602.68584 5043.82324
639 0.013 0.71847 5.93933 3170.19828 5700.07324
640 0.013 0.71847 4.91177 1298.93203 5175.07324
641 0.013 0.71847 3.69392 340.67199 7012.57324
642 0.013 0.71847 7.89747 12087.49829 4912.57324
643 0.013 0.71847 5.40117 2029.25407 8062.57324
644 0.013 0.71847 9.66371 15974.60675 7373.51074
645 0.013 0.71847 6.60913 2681.8234 4223.51074
646 0.013 0.71847 7.26765 4189.67346 6061.01074
647 0.013 0.71847 3.48102 629.1333 6914.13574
648 0.013 0.71847 8.99925 9146.24174 6389.13574
649 0.013 0.71847 3.01878 322.19417 7307.88574
650 0.013 0.71847 3.65033 786.35323 5732.88574
651 0.013 0.71847 3.33933 437.84541 6438.35449
652 0.013 0.71847 4.03794 1068.61386 4863.35449
653 0.013 0.71847 6.19134 5092.67311 6307.10449
654 0.013 0.71847 5.12017 2086.6317 6832.10449
655 0.013 0.71847 3.18445 547.26264 7619.60449
656 0.013 0.71847 8.23256 7956.0188 7094.60449
657 0.013 0.71847 10.19406 21708.6742 8078.97949
658 0.013 0.71847 6.64848 2915.80382 7422.72949
659 0.013 0.71847 5.43333 3853.47061 4830.54199
660 0.013 0.71847 4.49331 1578.89064 4305.54199
661 0.013 0.71847 8.73607 14692.71487 5618.04199
662 0.013 0.71847 5.9747 2466.61888 6668.04199
663 0.013 0.71847 3.22249 212.06893 4699.29199
664 0.013 0.71847 6.88955 7524.48968 6799.29199
665 0.013 0.71847 3.89665 517.57948 6274.29199
666 0.013 0.71847 8.33088 18364.41299 4174.29199
667 0.013 0.71847 7.39824 6730.37946 5946.16699
668 0.013 0.71847 4.82507 903.99192 7389.91699
669 0.013 0.71847 10.31581 32074.84385 5289.91699
670 0.013 0.71847 7.03419 5460.33437 8037.96387
671 0.013 0.71847 5.04475 1145.76154 5281.71387
672 0.013 0.71847 10.78548 40653.15335 7381.71387
673 0.013 0.71847 5.6807 3126.30783 6922.33887
674 0.013 0.71847 4.69788 1280.9487 6397.33887
675 0.013 0.71847 3.53307 819.93937 7184.83887
676 0.013 0.71847 9.13381 11920.15049 7709.83887
677 0.013 0.71847 3.06392 268.78606 6791.08887
678 0.013 0.71847 3.7049 656.00438 4166.08887
679 0.013 0.71847 9.69244 17612.17485 5970.77637
680 0.013 0.71847 6.95117 3695.62578 5314.52637
681 0.013 0.71847 3.49137 355.22252 4330.15137
682 0.013 0.71847 4.22178 866.96285 6955.15137
683 0.013 0.71847 4.86822 2644.69436 4723.90137
684 0.013 0.71847 7.82746 10083.82937 4986.40137
685 0.013 0.71847 5.35329 1692.87733 6036.40137
686 0.013 0.71847 3.30973 510.41375 4805.93262
687 0.013 0.71847 8.55643 7420.31537 4280.93262
688 0.013 0.71847 3.15622 408.36392 5199.68262
689 0.013 0.71847 3.81652 996.66077 7824.68262
690 0.013 0.71847 10.10369 12960.14508 5265.30762
691 0.013 0.71847 4.29764 1392.70734 4477.80762
692 0.013 0.71847 10.5951 25306.66192 4609.05762
693 0.013 0.71847 7.9681 6637.19937 7496.55762
694 0.013 0.71847 7.16059 7845.8701 5560.62012
695 0.013 0.71847 4.04994 539.68595 5035.62012
696 0.013 0.71847 8.65862 19148.78016 7135.62012
697 0.013 0.71847 6.20974 4018.05718 7791.87012
698 0.013 0.71847 5.13539 1646.32705 7266.87012
699 0.013 0.71847 3.8621 431.78357 4904.37012
700 0.013 0.71847 8.25703 15320.25921 7004.37012
701 0.013 0.71847 5.64708 2571.97127 5954.37012
702 0.013 0.71847 4.56049 754.14284 3919.99512
703 0.013 0.71847 9.75015 26757.99777 6019.99512
704 0.013 0.71847 6.35896 5614.72659 6676.24512
705 0.013 0.71847 3.27309 592.93932 5332.9834
706 0.013 0.71847 8.46172 8620.05931 5857.9834
707 0.013 0.71847 3.12129 303.65837 4676.7334
708 0.013 0.71847 3.77427 741.1144 6251.7334
709 0.013 0.71847 9.99185 15055.58912 4742.3584
710 0.013 0.71847 4.25007 1617.88539 5004.8584
711 0.013 0.71847 10.47782 18817.96922 5136.1084
712 0.013 0.71847 7.87991 4935.40451 6973.6084
713 0.013 0.71847 3.39178 287.18814 6087.6709
714 0.013 0.71847 7.25149 10189.8198 3987.6709
715 0.013 0.71847 4.10135 700.91686 4512.6709
716 0.013 0.71847 6.28858 3340.34638 6218.9209
717 0.013 0.71847 5.20059 1368.64717 6743.9209
718 0.013 0.71847 8.36185 12736.24791 7531.4209
719 0.013 0.71847 5.71876 2138.16642 4381.4209
720 0.013 0.71847 4.61838 979.44263 5497.0459
721 0.013 0.71847 6.43969 4667.71148 7203.2959
722 0.013 0.71847 9.47203 9909.62292 7252.51465
723 0.013 0.71847 7.12349 6343.18136 6465.01465
724 0.013 0.71847 10.92239 30229.58109 6858.76465
725 0.013 0.71847 5.75281 3631.7808 7449.38965
726 0.013 0.71847 4.75752 1488.05721 7974.38965
727 0.013 0.71847 9.24976 13847.44436 6136.88965
728 0.013 0.71847 6.32602 2324.71452 5086.88965
729 0.013 0.71847 3.10281 199.86863 7318.13965
730 0.013 0.71847 6.63369 7091.60649 5218.13965
731 0.013 0.71847 3.75194 487.80318 5743.13965
732 0.013 0.71847 4.48331 644.67136 6497.82715
733 0.013 0.71847 9.58515 22873.80313 4397.82715
734 0.013 0.71847 6.87423 3072.29829 4791.57715
735 0.013 0.71847 3.45272 461.34506 5907.20215
736 0.013 0.71847 4.17505 1125.96756 7482.20215
737 0.013 0.71847 4.81434 2198.62357 5250.95215
738 0.013 0.71847 7.74081 8383.02727 4463.45215
739 0.013 0.71847 5.29403 1407.34599 7613.45215
740 0.013 0.71847 3.30237 374.28771 8015.40527
741 0.013 0.71847 3.99324 913.49372 5390.40527
742 0.013 0.71847 5.0635 2786.63807 7359.15527
743 0.013 0.71847 8.14143 10625.03982 6571.65527
744 0.013 0.71847 5.56802 1783.73595 5521.65527
745 0.013 0.71847 10.08122 18557.44006 6506.03027
746 0.013 0.71847 10.57154 14847.14898 7687.28027
747 0.013 0.71847 6.57489 3893.97417 6899.78027
748 0.013 0.71847 5.5023 2946.45163 5357.59277
749 0.013 0.71847 4.55035 1207.25584 5882.59277
750 0.013 0.71847 8.84697 11234.38535 4045.09277
751 0.013 0.71847 6.05054 1886.03313 7195.09277
752 0.013 0.71847 3.26339 253.32282 5226.34277
753 0.013 0.71847 6.97701 8988.23288 7326.34277
754 0.013 0.71847 3.94611 618.26451 7851.34277
755 0.013 0.71847 7.49216 5146.20185 4373.21777
756 0.013 0.71847 4.88632 1079.84598 6866.96777
757 0.013 0.71847 10.44677 38314.38125 4766.96777
758 0.013 0.71847 4.41727 794.61854 7605.24902
759 0.013 0.71847 9.44395 28194.12958 5505.24902
760 0.013 0.71847 6.77296 5916.07528 5111.49902
761 0.013 0.71847 7.62678 8266.96676 6095.87402
762 0.013 0.71847 4.31361 568.6515 6620.87402
763 0.013 0.71847 9.22234 20176.51671 4520.87402
764 0.013 0.71847 6.01473 4233.71083 4127.12402
765 0.013 0.71847 4.97412 1734.68727 4652.12402
766 0.013 0.71847 3.74082 454.95788 7539.62402
767 0.013 0.71847 5.46974 2710.01186 6489.62402
768 0.013 0.71847 9.55675 12214.54915 6850.56152
769 0.013 0.71847 4.065 1312.58501 7113.06152
770 0.013 0.71847 8.28772 6255.36191 4881.81152
771 0.013 0.71847 4.57744 1834.1715 6128.68652
772 0.013 0.71847 3.44249 481.04969 7441.18652
773 0.013 0.71847 5.03353 2865.43091 4291.18652
774 0.013 0.71847 9.31865 13560.8714 5788.25684
775 0.013 0.71847 6.37313 2276.60454 6838.25684
776 0.013 0.71847 7.00814 3556.62108 4475.75684
777 0.013 0.71847 10.74553 16949.72271 4082.00684
778 0.013 0.71847 3.51998 667.53662 4278.88184
779 0.013 0.71847 9.09998 9704.5432 4803.88184
780 0.013 0.71847 3.05257 341.86142 5722.63184
781 0.013 0.71847 3.69118 834.35351 7297.63184
782 0.013 0.71847 4.51671 1102.66565 4442.94434
783 0.013 0.71847 6.92543 5254.95314 6149.19434
784 0.013 0.71847 3.47844 258.67613 7133.56934
785 0.013 0.71847 7.43677 9178.17529 5033.56934
786 0.013 0.71847 4.20615 631.32988 5558.56934
787 0.013 0.71847 8.99258 22400.42961 7658.56934
788 0.013 0.71847 5.86488 3008.71705 7264.81934
789 0.013 0.71847 4.8502 1232.76799 7789.81934
790 0.013 0.71847 3.64762 323.31909 4377.31934
791 0.013 0.71847 7.79847 11471.79421 6477.31934
792 0.013 0.71847 5.33346 1925.88942 5427.31934
793 0.013 0.71847 4.43698 1675.26869 6920.28809
794 0.013 0.71847 4.03494 439.37412 5082.78809
795 0.013 0.71847 8.62656 15589.58207 7182.78809
796 0.013 0.71847 5.8998 2617.1853 4032.78809
797 0.013 0.71847 3.18209 225.01397 6264.03809
798 0.013 0.71847 6.80319 7983.79676 4164.03809
799 0.013 0.71847 3.8478 549.17337 4689.03809
800 0.013 0.71847 7.66081 5713.43081 7510.91309
801 0.013 0.71847 10.68193 27228.39064 7904.66309
802 0.013 0.71847 3.37671 415.54276 4853.10059
803 0.013 0.71847 4.08313 1014.18159 6428.10059
804 0.013 0.71847 6.26064 4833.26628 4721.85059
805 0.013 0.71847 5.17748 1980.34439 4196.85059
806 0.013 0.71847 3.22009 519.38658 4984.35059
807 0.013 0.71847 8.3247 7550.76098 5509.35059
808 0.013 0.71847 4.59786 725.77704 7543.72559
809 0.013 0.71847 9.83006 25751.54099 5443.72559
810 0.013 0.71847 10.30816 13187.97826 4524.97559
811 0.013 0.71847 6.41108 3458.82208 5837.47559
812 0.013 0.71847 4.37162 588.82048 5451.92871
813 0.013 0.71847 9.34635 20892.13917 7551.92871
814 0.013 0.71847 10.77748 16715.05886 6633.17871
815 0.013 0.71847 6.70297 4383.87245 7945.67871
816 0.013 0.71847 3.53045 337.12845 6961.30371
817 0.013 0.71847 7.54796 11961.76897 4861.30371
818 0.013 0.71847 4.26903 822.80214 4336.30371
819 0.013 0.71847 4.92271 2509.98086 6305.05371
820 0.013 0.71847 7.91507 9570.1867 7617.55371
821 0.013 0.71847 5.41321 1606.64679 4467.55371
822 0.013 0.71847 7.28385 4635.28733 5419.11621
823 0.013 0.71847 5.60949 3317.14274 4303.49121
824 0.013 0.71847 4.63899 1359.13989 4828.49121
825 0.013 0.71847 9.01931 12647.77585 5090.99121
826 0.013 0.71847 6.16841 2123.31369 6140.99121
827 0.013 0.71847 3.02551 285.1932 4172.24121
828 0.013 0.71847 3.65846 696.04795 6797.24121
829 0.013 0.71847 7.07083 7446.22295 7141.77246
830 0.013 0.71847 3.99917 512.19583 7666.77246
831 0.013 0.71847 8.55008 18173.3937 5566.77246
832 0.013 0.71847 6.1319 3813.38835 5173.02246
833 0.013 0.71847 5.07102 1562.46765 5698.02246
834 0.013 0.71847 3.81369 409.7897 6485.52246
835 0.013 0.71847 8.15352 14539.88713 4385.52246
836 0.013 0.71847 5.57629 2440.96209 7535.52246
837 0.013 0.71847 4.72235 894.58896 6551.14746
838 0.013 0.71847 10.09619 31741.21415 4451.14746
839 0.013 0.71847 3.07987 187.71481 6157.39746
840 0.013 0.71847 6.58465 6660.37275 4057.39746
841 0.013 0.71847 3.34677 541.57023 6387.08496
842 0.013 0.71847 8.6522 7873.26348 6912.08496
843 0.013 0.71847 3.19155 433.29112 7830.83496
844 0.013 0.71847 3.85924 1057.49856 5205.83496
845 0.013 0.71847 9.74292 11001.88966 7896.45996
846 0.013 0.71847 4.14418 1182.27168 6058.95996
847 0.013 0.71847 10.21678 21482.86925 6190.20996
848 0.013 0.71847 7.68359 5634.33007 5927.70996
849 0.013 0.71847 4.34413 593.97353 7280.2002
850 0.013 0.71847 9.28759 21074.97605 5180.2002
851 0.013 0.71847 6.66082 2830.68856 5573.9502
852 0.013 0.71847 3.50825 425.06426 4589.5752
853 0.013 0.71847 4.24219 1037.41994 6164.5752
854 0.013 0.71847 5.91514 4944.01284 4458.3252
855 0.013 0.71847 4.89176 2025.72081 3933.3252
856 0.013 0.71847 7.8653 7723.77457 5770.8252
857 0.013 0.71847 5.37917 1296.67038 6820.8252
858 0.013 0.71847 9.62435 10207.59287 6459.8877
859 0.013 0.71847 7.23805 6533.91289 7247.3877
860 0.013 0.71847 5.57422 3740.98391 6131.7627
861 0.013 0.71847 4.60982 1532.80123 6656.7627
862 0.013 0.71847 8.9626 14263.81968 7444.2627
863 0.013 0.71847 6.12963 2394.61578 4294.2627
864 0.013 0.71847 3.00649 205.87843 6000.5127
865 0.013 0.71847 6.42775 7304.84222 3900.5127
866 0.013 0.71847 3.63546 502.47081 4425.5127
867 0.013 0.71847 3.32573 279.77826 7395.04395
868 0.013 0.71847 7.11029 9926.90727 5295.04395
869 0.013 0.71847 4.02149 682.83216 5820.04395
870 0.013 0.71847 6.16612 3254.16047 7526.29395
871 0.013 0.71847 5.09932 1333.33403 8051.29395
872 0.013 0.71847 10.90215 47308.47676 5951.29395
873 0.013 0.71847 8.19902 12407.63373 6213.79395
874 0.013 0.71847 5.60741 2082.99854 5163.79395
875 0.013 0.71847 4.7487 954.17155 4704.41895
876 0.013 0.71847 10.15254 33855.28428 6804.41895
877 0.013 0.71847 6.6214 4547.27757 6410.66895
878 0.013 0.71847 3.36545 645.7958 4015.35645
879 0.013 0.71847 8.70048 9388.47847 4540.35645
880 0.013 0.71847 3.20936 330.72743 5984.10645
881 0.013 0.71847 3.88077 807.17967 7559.10645
882 0.013 0.71847 9.79729 16397.69163 5524.73145
883 0.013 0.71847 6.70048 2752.85106 6574.73145
884 0.013 0.71847 7.36811 4300.63629 4737.23145
885 0.013 0.71847 10.2738 20495.46211 4343.48145
886 0.013 0.71847 7.72647 5375.36198 7755.98145
887 0.013 0.71847 9.37066 13303.39243 7632.93457
888 0.013 0.71847 7.04726 3489.09185 6845.43457
889 0.013 0.71847 10.8055 25976.90477 6451.68457
890 0.013 0.71847 8.12634 6812.98452 5664.18457
891 0.013 0.71847 4.7066 1997.67531 7436.05957
892 0.013 0.71847 3.53963 523.93197 6123.55957
893 0.013 0.71847 5.17556 3120.86442 5073.55957
894 0.013 0.71847 3.06961 419.17937 8092.30957
895 0.013 0.71847 4.54191 774.11619 6812.62207
896 0.013 0.71847 9.71044 27466.67902 4712.62207
897 0.013 0.71847 6.96408 5763.43172 4318.87207
898 0.013 0.71847 7.47827 8053.6667 7403.24707
899 0.013 0.71847 4.22962 553.97945 7928.24707
900 0.013 0.71847 9.04277 19655.93251 5828.24707
901 0.013 0.71847 5.89761 4124.47478 5434.49707
902 0.013 0.71847 4.87726 1689.92975 5959.49707
903 0.013 0.71847 3.66797 443.21929 6221.99707
904 0.013 0.71847 5.36323 2640.08952 7271.99707
905 0.013 0.71847 5.33148 3035.04774 4039.96582
906 0.013 0.71847 4.40908 1243.55652 4564.96582
907 0.013 0.71847 8.57232 11572.18925 5352.46582
908 0.013 0.71847 5.86271 1942.74378 6402.46582
909 0.013 0.71847 3.16208 260.93992 3908.71582
910 0.013 0.71847 3.82361 636.85495 6533.71582
911 0.013 0.71847 7.61265 5300.94169 5155.59082
912 0.013 0.71847 4.9649 1112.3156 7649.34082
913 0.013 0.71847 10.61477 39466.44672 5549.34082
914 0.013 0.71847 3.35548 344.85321 6697.77832
915 0.013 0.71847 4.05746 841.65533 4072.77832
916 0.013 0.71847 6.22127 6266.2725 6566.52832
917 0.013 0.71847 5.14493 2567.49305 6041.52832
918 0.013 0.71847 8.27236 9789.4722 7879.02832
919 0.013 0.71847 5.65756 1643.46053 4729.02832
920 0.013 0.71847 9.76825 17098.05766 7288.40332
921 0.013 0.71847 10.24335 13679.54894 6894.65332
922 0.013 0.71847 6.37077 3587.74673 7682.15332
923 0.013 0.71847 3.28161 382.86391 5643.67676
924 0.013 0.71847 3.96813 934.42497 7218.67676
925 0.013 0.71847 6.08431 4453.17163 5512.42676
926 0.013 0.71847 5.03166 1824.60741 4987.42676
927 0.013 0.71847 3.1294 478.54131 4199.92676
928 0.013 0.71847 8.09024 6956.95883 4724.92676
929 0.013 0.71847 10.01784 23726.40469 4134.30176
930 0.013 0.71847 6.53355 3186.81559 4528.05176
931 0.013 0.71847 4.52174 1725.64193 7710.86426
932 0.013 0.71847 8.79134 16058.34128 6398.36426
933 0.013 0.71847 6.0125 2695.88079 5348.36426
934 0.013 0.71847 3.24287 231.77985 7054.61426
935 0.013 0.71847 6.93314 8223.85953 4954.61426
936 0.013 0.71847 3.9213 565.68633 5479.61426
937 0.013 0.71847 7.44505 5885.22652 6201.48926
938 0.013 0.71847 10.38108 28047.11425 6595.23926
939 0.013 0.71847 4.44192 1074.21524 5758.52051
940 0.013 0.71847 6.81076 5119.36752 7464.77051
941 0.013 0.71847 7.66935 8941.36469 4249.14551
942 0.013 0.71847 4.33769 615.04063 4774.14551
943 0.013 0.71847 9.27381 21822.46515 6874.14551
944 0.013 0.71847 6.0483 2931.08767 6480.39551
945 0.013 0.71847 5.00188 1200.96074 7005.39551
946 0.013 0.71847 10.69383 42611.69488 4905.39551
947 0.013 0.71847 8.04236 11175.80482 7267.89551
