#sl_no Z X M/M_Sun L/L_Sun T_eff
5593 0.00609 0.73603 3.57925 608.64323 7704.71191
5594 0.00609 0.73603 9.25319 8848.36019 7179.71191
5595 0.00609 0.73603 3.10396 311.70071 6523.46191
5596 0.00609 0.73603 3.75333 760.7427 4948.46191
5597 0.00609 0.73603 4.48498 1005.38301 7343.77441
5598 0.00609 0.73603 6.87678 4791.33507 5900.02441
5599 0.00609 0.73603 3.454 294.79427 4784.39941
5600 0.00609 0.73603 7.38453 10459.69553 6884.39941
5601 0.00609 0.73603 4.1766 719.48053 6359.39941
5602 0.00609 0.73603 5.82368 3428.81492 4915.64941
5603 0.00609 0.73603 4.81613 1404.89557 4390.64941
5604 0.00609 0.73603 3.62199 368.46314 7803.14941
5605 0.00609 0.73603 7.74369 13073.56538 5703.14941
5606 0.00609 0.73603 5.296 2194.79541 6753.14941
5607 0.00609 0.73603 3.28404 239.16561 6876.19629
5608 0.00609 0.73603 7.02116 8485.91604 4776.19629
5609 0.00609 0.73603 3.97108 583.71215 4251.19629
5610 0.00609 0.73603 6.08883 4345.83998 7007.44629
5611 0.00609 0.73603 5.0354 1780.63018 6482.44629
5612 0.00609 0.73603 3.7869 467.00737 5694.94629
5613 0.00609 0.73603 8.09625 16570.04663 7794.94629
5614 0.00609 0.73603 5.53712 2781.78609 4644.94629
5615 0.00609 0.73603 4.68917 815.66388 5235.57129
5616 0.00609 0.73603 10.02527 28940.84655 7335.57129
5617 0.00609 0.73603 3.05824 171.15368 5891.82129
5618 0.00609 0.73603 6.5384 6072.76158 7991.82129
5619 0.00609 0.73603 4.52509 1882.74924 4809.00879
5620 0.00609 0.73603 3.40312 493.79022 5596.50879
5621 0.00609 0.73603 3.24528 395.06402 4415.25879
5622 0.00609 0.73603 3.92421 964.20078 7040.25879
5623 0.00609 0.73603 9.90695 12538.04951 3955.88379
5624 0.00609 0.73603 4.21396 1347.34862 5793.38379
5625 0.00609 0.73603 10.38879 24482.45588 5924.63379
5626 0.00609 0.73603 7.81295 6421.03416 6187.13379
5627 0.00609 0.73603 9.39154 18015.72963 4661.35254
5628 0.00609 0.73603 6.73538 3780.30513 4005.10254
5629 0.00609 0.73603 3.54752 363.36187 5120.72754
5630 0.00609 0.73603 7.58445 12892.56577 7220.72754
5631 0.00609 0.73603 4.28967 886.82792 7745.72754
5632 0.00609 0.73603 4.94651 2705.29329 5514.47754
5633 0.00609 0.73603 7.95334 10314.88417 4201.97754
5634 0.00609 0.73603 5.43938 1731.6669 7351.97754
5635 0.00609 0.73603 7.14732 4995.97901 6728.54004
5636 0.00609 0.73603 5.12588 1048.32419 3972.29004
5637 0.00609 0.73603 10.95893 37195.94574 6072.29004
5638 0.00609 0.73603 5.50434 2860.44173 7712.91504
5639 0.00609 0.73603 4.55203 1172.01483 7187.91504
5640 0.00609 0.73603 3.42338 750.21044 6400.41504
5641 0.00609 0.73603 8.85025 10906.44228 6925.41504
5642 0.00609 0.73603 3.58989 600.21674 4956.66504
5643 0.00609 0.73603 6.98025 4959.11355 4703.13721
5644 0.00609 0.73603 5.00606 1040.58857 6409.38721
5645 0.00609 0.73603 10.70276 36921.47586 4309.38721
5646 0.00609 0.73603 5.63713 2839.33446 5818.76221
5647 0.00609 0.73603 4.66185 1163.3665 5293.76221
5648 0.00609 0.73603 3.50597 744.67462 3981.26221
5649 0.00609 0.73603 9.06376 10825.96336 4506.26221
5650 0.00609 0.73603 3.04042 244.11336 5950.01221
5651 0.00609 0.73603 3.67649 595.78773 7525.01221
5652 0.00609 0.73603 9.61811 17882.79108 6835.94971
5653 0.00609 0.73603 6.89786 3752.41016 6442.19971
5654 0.00609 0.73603 3.46459 360.68062 7426.57471
5655 0.00609 0.73603 4.1894 880.28399 5851.57471
5656 0.00609 0.73603 7.76743 10238.77036 6245.32471
5657 0.00609 0.73603 5.31223 1718.88888 5195.32471
5658 0.00609 0.73603 4.41932 1868.85638 6721.10596
5659 0.00609 0.73603 3.32357 490.14652 8033.60596
5660 0.00609 0.73603 8.59222 7125.67364 7508.60596
5661 0.00609 0.73603 3.16942 392.14883 6064.85596
5662 0.00609 0.73603 3.83248 957.08592 4489.85596
5663 0.00609 0.73603 10.14595 12445.53091 6524.23096
5664 0.00609 0.73603 4.31562 1337.40649 7836.73096
5665 0.00609 0.73603 10.63941 24301.79918 7705.48096
5666 0.00609 0.73603 8.00143 6373.65318 4292.98096
5667 0.00609 0.73603 3.36327 237.4008 4588.29346
5668 0.00609 0.73603 7.19054 8423.29824 6688.29346
5669 0.00609 0.73603 4.06688 579.40492 6163.29346
5670 0.00609 0.73603 8.69484 20558.0623 4063.29346
5671 0.00609 0.73603 6.23572 4313.77191 4457.04346
5672 0.00609 0.73603 5.15687 1767.49086 3932.04346
5673 0.00609 0.73603 3.87826 463.56131 7869.54346
5674 0.00609 0.73603 8.29156 16447.77581 5769.54346
5675 0.00609 0.73603 5.6707 2761.25921 6819.54346
5676 0.00609 0.73603 4.57956 809.64507 7278.91846
5677 0.00609 0.73603 9.79093 28727.29127 5178.91846
5678 0.00609 0.73603 6.38556 6027.95051 5572.66846
5679 0.00609 0.73603 4.38014 1026.18194 5170.71533
5680 0.00609 0.73603 6.71604 4890.45611 7664.46533
5681 0.00609 0.73603 3.53733 300.89285 6680.09033
5682 0.00609 0.73603 7.56268 10676.08113 4580.09033
5683 0.00609 0.73603 4.27736 734.36482 4055.09033
5684 0.00609 0.73603 9.14483 26056.24717 6155.09033
5685 0.00609 0.73603 5.96418 3499.74874 6548.84033
5686 0.00609 0.73603 4.93231 1433.95943 6023.84033
5687 0.00609 0.73603 3.70937 376.08574 5761.34033
5688 0.00609 0.73603 7.9305 13344.02556 7861.34033
5689 0.00609 0.73603 5.42376 2240.20037 4711.34033
5690 0.00609 0.73603 9.70413 15774.04645 4416.02783
5691 0.00609 0.73603 6.63677 2648.15326 7566.02783
5692 0.00609 0.73603 7.29805 4137.07234 5203.52783
5693 0.00609 0.73603 3.49558 621.23457 5925.40283
5694 0.00609 0.73603 9.0369 9031.41118 5400.40283
5695 0.00609 0.73603 3.03141 318.14904 3956.65283
5696 0.00609 0.73603 3.66559 776.48061 6581.65283
5697 0.00609 0.73603 3.31372 457.14344 5318.37158
5698 0.00609 0.73603 4.00697 1115.71299 7943.37158
5699 0.00609 0.73603 6.14386 5317.13259 5449.62158
5700 0.00609 0.73603 5.08091 2178.59995 5974.62158
5701 0.00609 0.73603 3.16003 571.38323 4662.12158
5702 0.00609 0.73603 8.16942 8306.68019 4137.12158
5703 0.00609 0.73603 10.11588 22665.48362 4727.74658
5704 0.00609 0.73603 6.59749 3044.31782 4333.99658
5705 0.00609 0.73603 5.39166 3598.70494 7910.55908
5706 0.00609 0.73603 4.45885 1474.50497 7385.55908
5707 0.00609 0.73603 8.66907 13721.33098 6598.05908
5708 0.00609 0.73603 5.92888 2303.54256 5548.05908
5709 0.00609 0.73603 3.19777 198.04836 8041.80908
5710 0.00609 0.73603 6.83671 7027.02082 5941.80908
5711 0.00609 0.73603 3.86676 483.36059 5416.80908
5712 0.00609 0.73603 8.26699 17150.281 7516.80908
5713 0.00609 0.73603 7.3415 6285.41185 6794.93408
5714 0.00609 0.73603 4.78806 844.22603 4301.18408
5715 0.00609 0.73603 10.2367 29954.27001 6401.18408
5716 0.00609 0.73603 5.27296 3152.29395 4764.66064
5717 0.00609 0.73603 4.36068 1291.59605 4239.66064
5718 0.00609 0.73603 8.47822 12019.23175 5552.16064
5719 0.00609 0.73603 5.79835 2017.79345 6602.16064
5720 0.00609 0.73603 3.12737 271.02023 4895.91064
5721 0.00609 0.73603 3.78163 661.45714 6470.91064
5722 0.00609 0.73603 7.52908 4404.93201 5749.03564
5723 0.00609 0.73603 4.9104 924.30267 7455.28564
5724 0.00609 0.73603 10.49825 32795.49641 5355.28564
5725 0.00609 0.73603 3.39839 320.37451 6372.47314
5726 0.00609 0.73603 7.26563 11367.31668 4272.47314
5727 0.00609 0.73603 4.10935 781.91215 4797.47314
5728 0.00609 0.73603 6.30084 5821.47396 6503.72314
5729 0.00609 0.73603 5.21073 2385.24481 7028.72314
5730 0.00609 0.73603 3.24077 625.58015 7816.22314
5731 0.00609 0.73603 8.37815 9094.58652 7291.22314
5732 0.00609 0.73603 9.89318 19853.88303 7881.84814
5733 0.00609 0.73603 10.37435 15884.38698 6175.59814
5734 0.00609 0.73603 6.45224 4166.01145 7488.09814
5735 0.00609 0.73603 9.49049 11054.7413 7570.12939
5736 0.00609 0.73603 4.03681 1187.95115 6782.62939
5737 0.00609 0.73603 10.94369 21586.07014 6651.37939
5738 0.00609 0.73603 8.23026 5661.39666 5338.87939
5739 0.00609 0.73603 4.76679 2074.84703 7767.00439
5740 0.00609 0.73603 3.58489 544.17187 6979.50439
5741 0.00609 0.73603 5.24175 3241.4258 5929.50439
5742 0.00609 0.73603 3.10886 435.37259 7110.75439
5743 0.00609 0.73603 3.75925 1062.57865 5535.75439
5744 0.00609 0.73603 4.49206 898.88645 6224.81689
5745 0.00609 0.73603 6.88763 6692.36831 4518.56689
5746 0.00609 0.73603 7.39618 7481.99363 7734.19189
5747 0.00609 0.73603 4.18319 514.65635 7209.19189
5748 0.00609 0.73603 8.9435 18260.69631 5109.19189
5749 0.00609 0.73603 5.83287 3831.70737 5502.94189
5750 0.00609 0.73603 4.82373 1569.97354 4977.94189
5751 0.00609 0.73603 3.62771 411.75827 6815.44189
5752 0.00609 0.73603 5.30435 2452.68816 7865.44189
5753 0.00609 0.73603 3.28922 267.26804 7725.98877
5754 0.00609 0.73603 7.03224 9483.02775 5625.98877
5755 0.00609 0.73603 3.97735 652.29946 5100.98877
5756 0.00609 0.73603 6.09844 3108.65139 7594.73877
5757 0.00609 0.73603 5.04334 1273.71429 7069.73877
5758 0.00609 0.73603 10.78248 45193.08844 4969.73877
5759 0.00609 0.73603 8.10902 11852.82907 6807.23877
5760 0.00609 0.73603 5.54585 1989.85771 5757.23877
5761 0.00609 0.73603 4.69657 1139.29062 4116.61377
5762 0.00609 0.73603 6.54871 5429.49605 6610.36377
5763 0.00609 0.73603 3.40849 689.70881 4871.30127
5764 0.00609 0.73603 8.81175 10026.87894 4346.30127
5765 0.00609 0.73603 3.2504 353.21633 5002.55127
5766 0.00609 0.73603 3.9304 862.06651 7627.55127
5767 0.00609 0.73603 9.92258 14011.29482 5461.92627
5768 0.00609 0.73603 4.22061 1505.66471 4674.42627
5769 0.00609 0.73603 10.40518 17512.70659 4543.17627
5770 0.00609 0.73603 4.39969 709.21048 7873.64502
5771 0.00609 0.73603 9.40636 25163.73752 5773.64502
5772 0.00609 0.73603 8.55405 6599.71447 6036.14502
5773 0.00609 0.73603 6.746 3379.87117 5379.89502
5774 0.00609 0.73603 3.55311 406.0576 4264.27002
5775 0.00609 0.73603 4.29644 991.03193 6889.27002
5776 0.00609 0.73603 5.99079 4722.94237 4395.52002
5777 0.00609 0.73603 4.95432 1935.14114 4920.52002
5778 0.00609 0.73603 3.0813 507.53108 5708.02002
5779 0.00609 0.73603 7.96589 7378.40766 5183.02002
5780 0.00609 0.73603 7.1586 5583.01631 7840.83252
5781 0.00609 0.73603 10.97622 26606.87667 7447.08252
5782 0.00609 0.73603 5.51303 3995.36441 6856.45752
5783 0.00609 0.73603 4.55922 1637.02909 6331.45752
5784 0.00609 0.73603 8.86422 15233.735 7643.95752
5785 0.00609 0.73603 6.06234 2557.44555 4493.95752
5786 0.00609 0.73603 3.59555 536.63797 4362.70752
5787 0.00609 0.73603 9.30224 18842.58057 4200.6958
5788 0.00609 0.73603 10.72661 15075.27978 5644.4458
5789 0.00609 0.73603 6.67133 3953.80623 4856.9458
5790 0.00609 0.73603 3.51378 304.05551 5841.3208
5791 0.00609 0.73603 7.51234 10788.29667 7941.3208
5792 0.00609 0.73603 4.24889 742.08368 7416.3208
5793 0.00609 0.73603 4.89948 2263.74696 5447.5708
5794 0.00609 0.73603 7.87771 8631.33317 4660.0708
5795 0.00609 0.73603 5.38766 1449.03168 7810.0708
5796 0.00609 0.73603 7.24947 4673.81621 6267.8833
5797 0.00609 0.73603 5.58302 3344.7151 7383.5083
5798 0.00609 0.73603 4.6171 1370.43717 7908.5083
5799 0.00609 0.73603 8.97675 12752.90519 6071.0083
5800 0.00609 0.73603 6.1393 2140.96285 5021.0083
5801 0.00609 0.73603 3.01123 287.56374 7514.7583
5802 0.00609 0.73603 3.64119 701.83356 5939.7583
5803 0.00609 0.73603 7.12151 7100.88135 4053.03955
5804 0.00609 0.73603 4.02784 488.44116 4578.03955
5805 0.00609 0.73603 8.61137 17330.54642 6678.03955
5806 0.00609 0.73603 6.17585 3636.53068 6021.78955
5807 0.00609 0.73603 5.10737 1490.00339 6546.78955
5808 0.00609 0.73603 3.84102 390.78443 5234.28955
5809 0.00609 0.73603 8.21196 13865.55494 7334.28955
5810 0.00609 0.73603 5.61626 2327.75493 4184.28955
5811 0.00609 0.73603 4.75619 853.09963 5693.66455
5812 0.00609 0.73603 10.16856 30269.11727 7793.66455
5813 0.00609 0.73603 3.10195 179.00895 5037.41455
5814 0.00609 0.73603 6.63185 6351.47738 7137.41455
5815 0.00609 0.73603 3.37076 577.389 5398.35205
5816 0.00609 0.73603 8.71422 8393.99113 5923.35205
5817 0.00609 0.73603 3.21442 461.94844 4479.60205
5818 0.00609 0.73603 3.8869 1127.44017 6054.60205
5819 0.00609 0.73603 9.81275 11729.54068 4938.97705
5820 0.00609 0.73603 4.17389 1260.46562 5201.47705
5821 0.00609 0.73603 10.29001 22903.71895 5070.22705
5822 0.00609 0.73603 7.73866 6006.97751 6907.72705
5823 0.00609 0.73603 9.38544 14866.56703 7047.18018
5824 0.00609 0.73603 6.41881 2495.80525 5997.18018
5825 0.00609 0.73603 7.05838 3899.06696 7834.68018
5826 0.00609 0.73603 10.82256 18581.71066 7178.43018
5827 0.00609 0.73603 3.54521 731.80975 7506.55518
5828 0.00609 0.73603 9.16521 10638.93593 8031.55518
5829 0.00609 0.73603 3.07445 374.77723 6587.80518
5830 0.00609 0.73603 3.71764 914.68845 3962.80518
5831 0.00609 0.73603 4.54908 1081.25827 7801.86768
5832 0.00609 0.73603 6.97507 5152.93238 5045.61768
5833 0.00609 0.73603 7.49007 8999.98827 6161.24268
5834 0.00609 0.73603 4.23629 619.07311 6686.24268
5835 0.00609 0.73603 9.05704 21965.54298 4586.24268
5836 0.00609 0.73603 5.90692 2950.30519 3929.99268
5837 0.00609 0.73603 4.88496 1208.83477 4454.99268
5838 0.00609 0.73603 3.67376 317.04211 7342.49268
5839 0.00609 0.73603 7.85437 11249.07839 5242.49268
5840 0.00609 0.73603 5.37169 1888.4998 6292.49268
5841 0.00609 0.73603 4.41604 1736.956 5816.71143
5842 0.00609 0.73603 4.0159 455.5529 6079.21143
5843 0.00609 0.73603 8.58584 16163.62694 3979.21143
5844 0.00609 0.73603 5.87196 2713.55619 7129.21143
5845 0.00609 0.73603 3.16707 233.29951 5422.96143
5846 0.00609 0.73603 6.77108 8277.77883 7522.96143
5847 0.00609 0.73603 3.82964 569.39522 8047.96143
5848 0.00609 0.73603 7.62466 5923.8127 4176.08643
5849 0.00609 0.73603 10.63152 28231.00366 4832.33643
5850 0.00609 0.73603 3.36077 385.37414 7949.52393
5851 0.00609 0.73603 4.06386 940.55147 5324.52393
5852 0.00609 0.73603 6.23109 4482.36861 8080.77393
5853 0.00609 0.73603 5.15305 1836.57035 7555.77393
5854 0.00609 0.73603 3.2049 481.67884 6243.27393
5855 0.00609 0.73603 8.28541 7002.57177 6768.27393
5856 0.00609 0.73603 9.78367 23881.9656 6308.89893
5857 0.00609 0.73603 6.38082 3207.70978 6965.14893
5858 0.00609 0.73603 3.27704 342.30853 4787.21924
5859 0.00609 0.73603 3.96262 835.44473 6362.21924
5860 0.00609 0.73603 5.02467 2548.54745 4393.46924
5861 0.00609 0.73603 8.07899 9717.23542 5705.96924
5862 0.00609 0.73603 5.52532 1631.33339 6755.96924
5863 0.00609 0.73603 10.00391 16971.89064 5246.59424
5864 0.00609 0.73603 10.49046 13578.60718 4590.34424
5865 0.00609 0.73603 6.52446 3561.27265 5902.84424
5866 0.00609 0.73603 5.4601 3012.65205 6329.40674
5867 0.00609 0.73603 4.51545 1234.38028 6854.40674
5868 0.00609 0.73603 8.77912 11486.79775 7116.90674
5869 0.00609 0.73603 6.00414 1928.40822 3966.90674
5870 0.00609 0.73603 3.23837 259.01444 6460.65674
5871 0.00609 0.73603 6.9235 9190.17909 4360.65674
5872 0.00609 0.73603 3.91585 632.15558 4885.65674
5873 0.00609 0.73603 7.4347 5261.8259 7313.78174
5874 0.00609 0.73603 4.84885 1104.10779 5870.03174
5875 0.00609 0.73603 10.36665 39175.22276 7970.03174
5876 0.00609 0.73603 4.43574 768.40397 4639.56299
5877 0.00609 0.73603 9.48345 27264.00167 6739.56299
5878 0.00609 0.73603 6.80129 5720.9032 6083.31299
5879 0.00609 0.73603 7.65868 7994.23848 5098.93799
5880 0.00609 0.73603 9.26092 19510.89086 7723.93799
5881 0.00609 0.73603 6.03989 4094.04017 7067.68799
5882 0.00609 0.73603 4.99493 1677.45972 7592.68799
5883 0.00609 0.73603 3.75646 439.94876 4180.18799
5884 0.00609 0.73603 8.03117 15609.97112 6280.18799
5885 0.00609 0.73603 5.49261 2620.60822 5230.18799
5886 0.00609 0.73603 9.59672 13205.22634 5984.87549
5887 0.00609 0.73603 4.082 1419.04396 4147.37549
5888 0.00609 0.73603 8.32239 6762.71133 7953.62549
5889 0.00609 0.73603 4.59659 1982.93441 5131.75049
5890 0.00609 0.73603 3.45689 520.06587 4344.25049
5891 0.00609 0.73603 3.28678 659.15574 6452.45361
5892 0.00609 0.73603 8.49711 9582.7032 6977.45361
5893 0.00609 0.73603 3.13434 337.56937 7633.70361
5894 0.00609 0.73603 3.79006 823.87825 5008.70361
5895 0.00609 0.73603 10.03365 16736.91988 8093.07861
5896 0.00609 0.73603 7.54586 4389.60596 6780.57861
5897 0.00609 0.73603 10.52165 20919.46324 6124.32861
5898 0.00609 0.73603 7.91286 5486.56511 5861.82861
5899 0.00609 0.73603 3.40596 285.56619 5107.14111
5900 0.00609 0.73603 7.28182 10132.27077 7207.14111
5901 0.00609 0.73603 4.11851 696.95829 7732.14111
5902 0.00609 0.73603 6.31488 3321.48111 4975.89111
5903 0.00609 0.73603 5.22234 1360.91746 5500.89111
5904 0.00609 0.73603 8.39682 12664.31742 4188.39111
5905 0.00609 0.73603 5.74268 2126.0907 7338.39111
5906 0.00609 0.73603 4.6377 973.91104 6747.76611
5907 0.00609 0.73603 9.91522 34555.66755 4647.76611
5908 0.00609 0.73603 6.46662 4641.34965 3991.51611
5909 0.00609 0.73603 9.39938 10418.76307 3909.48486
5910 0.00609 0.73603 7.06886 6669.08361 5221.98486
5911 0.00609 0.73603 10.83863 31782.72734 5878.23486
5912 0.00609 0.73603 5.7087 3818.37574 4237.60986
5913 0.00609 0.73603 4.72103 1564.51115 4762.60986
5914 0.00609 0.73603 9.17882 14558.90332 5025.10986
5915 0.00609 0.73603 6.2775 2444.15454 6075.10986
5916 0.00609 0.73603 3.07902 210.13755 4368.85986
5917 0.00609 0.73603 6.58282 7455.96159 6468.85986
5918 0.00609 0.73603 3.72316 512.86571 6993.85986
5919 0.00609 0.73603 9.51164 21510.96591 7354.79736
5920 0.00609 0.73603 6.82151 2889.2486 8011.04736
5921 0.00609 0.73603 3.42624 433.8578 6895.42236
5922 0.00609 0.73603 4.14303 1058.88163 4270.42236
5923 0.00609 0.73603 4.77742 2067.62803 6501.67236
5924 0.00609 0.73603 7.68145 7883.56063 7814.17236
5925 0.00609 0.73603 5.25343 1323.49533 4664.17236
5926 0.00609 0.73603 3.26854 530.13142 4080.7251
5927 0.00609 0.73603 8.44995 7706.96781 4605.7251
5928 0.00609 0.73603 3.11695 424.13933 5786.9751
5929 0.00609 0.73603 3.76903 1035.16253 7361.9751
5930 0.00609 0.73603 4.24416 1157.30024 4408.8501
5931 0.00609 0.73603 10.46325 21029.11737 4277.6001
5932 0.00609 0.73603 7.86895 5515.32419 7690.1001
5933 0.00609 0.73603 7.24141 7288.94704 5360.4126
5934 0.00609 0.73603 4.09565 501.37745 5885.4126
5935 0.00609 0.73603 8.75635 17789.54314 7985.4126
5936 0.00609 0.73603 6.27983 3732.84361 7329.1626
5937 0.00609 0.73603 5.19335 1529.46589 7854.1626
5938 0.00609 0.73603 3.90569 401.1343 3916.6626
5939 0.00609 0.73603 8.35022 14232.78192 6016.6626
5940 0.00609 0.73603 5.71081 2389.40515 4966.6626
5941 0.00609 0.73603 4.61196 875.69384 4901.0376
5942 0.00609 0.73603 9.86019 31070.78995 7001.0376
5943 0.00609 0.73603 3.00788 183.74998 4244.7876
5944 0.00609 0.73603 6.43073 6519.69523 6344.7876
5945 0.00609 0.73603 7.11359 4537.38279 7050.25635
5946 0.00609 0.73603 10.90721 33781.61592 7706.50635
5947 0.00609 0.73603 5.74482 3247.07949 6065.88135
5948 0.00609 0.73603 4.7509 1330.43273 6590.88135
5949 0.00609 0.73603 3.57294 851.61425 7903.38135
5950 0.00609 0.73603 9.2369 12380.63499 7378.38135
5951 0.00609 0.73603 3.0985 279.16947 6197.13135
5952 0.00609 0.73603 3.74672 681.34633 4622.13135
5953 0.00609 0.73603 9.57183 20450.86444 4983.06885
5954 0.00609 0.73603 6.86467 4291.2782 5639.31885
5955 0.00609 0.73603 3.44792 330.00777 4523.69385
5956 0.00609 0.73603 7.37153 11709.11766 6623.69385
5957 0.00609 0.73603 4.16924 805.42326 6098.69385
5958 0.00609 0.73603 4.80764 2456.96613 4129.94385
5959 0.00609 0.73603 7.73005 9368.04935 5967.44385
5960 0.00609 0.73603 5.28667 1572.71189 7017.44385
5961 0.00609 0.73603 3.29778 418.26725 6631.89697
5962 0.00609 0.73603 3.98769 1020.83102 4006.89697
5963 0.00609 0.73603 6.1143 4864.95534 6763.14697
5964 0.00609 0.73603 5.05646 1993.32841 6238.14697
5965 0.00609 0.73603 3.14482 522.79191 7550.64697
5966 0.00609 0.73603 8.13011 7600.26714 8075.64697
5967 0.00609 0.73603 10.06721 25920.3796 7091.27197
5968 0.00609 0.73603 6.56574 3481.49966 7747.52197
5969 0.00609 0.73603 5.49465 4115.50001 3974.08447
5970 0.00609 0.73603 4.54402 1686.2525 4499.08447
5971 0.00609 0.73603 8.83467 15691.79434 5286.58447
5972 0.00609 0.73603 6.04213 2634.34474 6336.58447
5973 0.00609 0.73603 3.25886 226.48926 4105.33447
5974 0.00609 0.73603 6.96731 8036.1421 6205.33447
5975 0.00609 0.73603 3.94063 552.774 6730.33447
5976 0.00609 0.73603 7.48174 5750.89062 4958.45947
5977 0.00609 0.73603 10.43224 27406.91213 5614.70947
5978 0.00609 0.73603 4.41113 1109.89522 7009.24072
5979 0.00609 0.73603 6.76355 5289.40696 4252.99072
5980 0.00609 0.73603 7.61618 9238.3515 7468.61572
5981 0.00609 0.73603 4.30762 635.46917 7993.61572
5982 0.00609 0.73603 9.20952 22547.29684 5893.61572
5983 0.00609 0.73603 6.00637 3028.44355 5237.36572
5984 0.00609 0.73603 4.9672 1240.85056 5762.36572
5985 0.00609 0.73603 10.6197 44027.03941 7862.36572
5986 0.00609 0.73603 7.9866 11547.00842 3924.86572
5987 0.00609 0.73603 5.46213 1938.51641 7074.86572
5988 0.00609 0.73603 9.54346 13649.78254 7829.55322
5989 0.00609 0.73603 7.17721 3579.93987 7042.05322
5990 0.00609 0.73603 3.4377 671.91329 6188.92822
5991 0.00609 0.73603 8.88727 9768.17052 6713.92822
5992 0.00609 0.73603 3.6049 839.82391 5270.17822
5993 0.00609 0.73603 9.33336 12124.41767 4675.45166
5994 0.00609 0.73603 10.76249 23674.77655 5331.70166
5995 0.00609 0.73603 8.09399 6209.20343 6644.20166
5996 0.00609 0.73603 5.66859 4443.48163 4872.32666
5997 0.00609 0.73603 4.68787 1820.6371 4347.32666
5998 0.00609 0.73603 3.52554 477.50001 5134.82666
5999 0.00609 0.73603 5.15496 2844.28682 6184.82666
6000 0.00609 0.73603 3.05739 382.03081 4741.07666
6001 0.00609 0.73603 3.69701 932.39168 6316.07666
6002 0.00609 0.73603 4.52383 788.75502 5955.13916
6003 0.00609 0.73603 9.67178 27986.08434 8055.13916
6004 0.00609 0.73603 6.93636 5872.4204 7398.88916
6005 0.00609 0.73603 7.4485 8205.96459 4314.51416
6006 0.00609 0.73603 4.21278 564.45541 4839.51416
6007 0.00609 0.73603 9.00677 20027.63365 6939.51416
6008 0.00609 0.73603 5.87414 4202.47016 6283.26416
6009 0.00609 0.73603 4.85785 1721.88697 6808.26416
6010 0.00609 0.73603 3.65337 451.60073 4970.76416
6011 0.00609 0.73603 5.34188 2690.01461 3920.76416
6012 0.00609 0.73603 5.37369 2924.70969 7119.98291
6013 0.00609 0.73603 4.44398 1198.34747 7644.98291
6014 0.00609 0.73603 8.64017 11151.48652 6332.48291
6015 0.00609 0.73603 5.90911 1872.11604 5282.48291
6016 0.00609 0.73603 3.18711 251.45355 7251.23291
6017 0.00609 0.73603 6.81392 8921.90847 5151.23291
6018 0.00609 0.73603 3.85387 613.70232 5676.23291
6019 0.00609 0.73603 7.6729 5108.22789 6004.35791
6020 0.00609 0.73603 5.0042 1071.87777 4560.60791
6021 0.00609 0.73603 10.69879 38031.65841 6660.60791
6022 0.00609 0.73603 3.38204 371.52583 5577.79541
6023 0.00609 0.73603 4.08958 906.75303 7152.79541
6024 0.00609 0.73603 5.18565 2766.0754 5184.04541
6025 0.00609 0.73603 8.33784 10546.63737 4921.54541
6026 0.00609 0.73603 5.70234 1770.57372 8071.54541
6027 0.00609 0.73603 9.84557 18420.50421 3937.17041
6028 0.00609 0.73603 10.32443 14737.59147 5905.92041
6029 0.00609 0.73603 6.4212 3865.24043 4593.42041
6030 0.00609 0.73603 4.37852 658.00804 3945.37354
6031 0.00609 0.73603 9.3611 23347.00634 6045.37354
6032 0.00609 0.73603 6.71355 3135.85665 6701.62354
6033 0.00609 0.73603 3.53602 470.88917 7685.99854
6034 0.00609 0.73603 4.27577 1149.26108 5060.99854
6035 0.00609 0.73603 5.96196 5477.01211 7817.24854
6036 0.00609 0.73603 4.93048 2244.10773 7292.24854
6037 0.00609 0.73603 7.92756 8556.45166 7029.74854
6038 0.00609 0.73603 5.42175 1436.46054 5979.74854
6039 0.00609 0.73603 7.29534 6474.40632 3912.56104
6040 0.00609 0.73603 5.61834 3706.91349 5028.18604
6041 0.00609 0.73603 4.64631 1518.84149 5553.18604
6042 0.00609 0.73603 9.03354 14133.91422 4240.68604
6043 0.00609 0.73603 6.17815 2372.8072 7390.68604
6044 0.00609 0.73603 3.03028 204.00342 5159.43604
6045 0.00609 0.73603 6.47863 7238.31454 7259.43604
6046 0.00609 0.73603 3.66423 497.89464 7784.43604
6047 0.00609 0.73603 3.31249 293.12936 4322.71729
6048 0.00609 0.73603 7.08199 10400.62232 6422.71729
6049 0.00609 0.73603 4.00548 715.41712 6947.71729
6050 0.00609 0.73603 6.14158 3409.45 4191.46729
6051 0.00609 0.73603 5.07902 1396.96114 4716.46729
6052 0.00609 0.73603 3.81971 366.38217 7078.96729
6053 0.00609 0.73603 8.16639 12999.72982 4978.96729
6054 0.00609 0.73603 5.58509 2182.39987 6028.96729
6055 0.00609 0.73603 4.7298 999.70491 8063.34229
6056 0.00609 0.73603 10.11213 35470.86882 5963.34229
6057 0.00609 0.73603 6.59504 4764.27505 5307.09229
6058 0.00609 0.73603 3.35206 605.20579 7243.02979
6059 0.00609 0.73603 8.66585 8798.38731 7768.02979
6060 0.00609 0.73603 3.19659 309.94032 6849.27979
6061 0.00609 0.73603 3.86533 756.44625 4224.27979
6062 0.00609 0.73603 9.75829 15367.05254 6783.65479
